arm,competition_tier,n,logloss,naive_logloss,improvement
without_hc,mixed-other,16444,0.9578033375618871,1.0072738848523242,0.049470547290437095
without_hc,womens-international,1286,0.8819402730950672,0.9142883922925678,0.03234811919750058
without_hc,__pooled__,17730,0.9523008050799734,1.002011289777372,0.049710484697398694
with_hc,mixed-other,22808,0.9461324107336038,0.9979448531793351,0.051812442445731355
with_hc,womens-international,1286,0.8810651897228517,0.9142883922925678,0.033223202569716004
with_hc,__pooled__,24094,0.9426594943967637,0.9942693904524077,0.05160989605564403
