index;PLAY #;ODK;OFF FORM;Off Str;OFF PLAY;DN;DIST;YARD LN;RESULT;Drive Success;TARGET ROUTE;RECEIVED BY;GN/LS;Thrown By;YAC;QB;C;X/H;Y/CAT;Z;Target;Drop;B;yardline_50;game_id;play_id;drive_id;half;posteam;home_team;away_team;defteam;down;yards_to_go;yardline;yardline_50_simple;yards_to_go_simple;yardline_50_after;posteam_after;play_type;sack;interception;complete_pass;touchdown;def_touchdown;penalty;safety;one_point_conv_success;two_point_conv_success;defensive_two_point_conv;scoring_play;scoring_play_team;home_team_points;away_team_points;home_team_score;away_team_score;posteam_score;defteam_score;score_differential;yards_gained;first_down;half_end;game_end;helper_one;play_id_half;play_time;half_seconds_remaining;game_seconds_remaining;elapsed_share;Diff_Time_Ratio;start_posteam;receive_2h_ko;scoring_event;score_drive;Next_Score_Half;Drive_Score_Half;max_play_id
1;1;Slot Left;Slot;Left;Dagger;1;20;-5;Complete;0;FADE;RIESS;32;THIELE;0;;;;;;RIESS;;;5;1;1;1;1;GER;GER;OPP;OPP;1;20;-5;0;4;37;GER;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;0;0;0;0;0;0;0;32;1;0;0;1;1;0.0;1200.0;2400.0;0.0;0.0;GER;0;Touchdown;6;Opp_Touchdown;6;41
2;2;Slot Right;Slot;Right;Rolex Sail;1;13;13;Incomplete;0;POST;;0;STEVENS;;;;;;;RIESS;;;37;1;2;1;1;GER;GER;OPP;OPP;1;13;13;1;3;37;GER;pass;0;0;0;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;0;0;0;0;1;2;29.26829268292683;1170.7317073170732;2370.731707317073;0.012195121951219601;0.0;GER;1;Touchdown;6;Opp_Touchdown;6;41
3;3;Slot Left;Slot;Left;Sail;2;13;13;Complete;0;SHALLOW;RIESS;3;THIELE;0;;;;;;RIESS;;;37;1;3;1;1;GER;GER;OPP;OPP;2;13;13;1;3;40;GER;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;3;0;0;0;1;3;29.26829268292683;1141.4634146341464;2341.4634146341464;0.02439024390243901;0.0;GER;1;Touchdown;6;Opp_Touchdown;6;41
4;4;Slot Left;Slot;Left;Rolex Curls;3;10;10;Interception;0;DIP;;;STEVENS;;;;;;;PIETRYGA;;;40;1;4;1;1;GER;GER;OPP;OPP;3;10;10;1;2;2;OPP;pass;0;1;0;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;-38;0;0;0;1;4;29.26829268292683;1112.1951219512196;2312.1951219512193;0.03658536585365861;0.0;GER;1;Touchdown;6;Opp_Touchdown;6;41
5;5;;;;;1;23;-2;;0;;;12;;;;;;;;;;;2;1;5;2;1;OPP;GER;OPP;GER;1;23;-2;0;5;14;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;12;0;0;0;1;5;29.26829268292683;1082.9268292682927;2282.9268292682927;0.04878048780487802;0.0;GER;1;Touchdown;6;Touchdown;6;41
6;6;;;;;2;11;-14;;0;;;5;;;;;;;;;;;14;1;6;2;1;OPP;GER;OPP;GER;2;11;-14;0;3;19;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;5;0;0;0;1;6;29.26829268292683;1053.658536585366;2253.6585365853657;0.06097560975609762;0.0;GER;1;Touchdown;6;Touchdown;6;41
7;7;;;;;3;6;-19;;0;;;0;;;;;;;;;;;19;1;7;2;1;OPP;GER;OPP;GER;3;6;-19;0;2;19;OPP;pass;0;0;0;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;0;0;0;0;1;7;29.26829268292683;1024.3902439024391;2224.390243902439;0.07317073170731704;0.0;GER;1;Touchdown;6;Touchdown;6;41
8;8;;;;;4;6;-19;;0;;;;;;;;;;;;;;19;1;8;2;1;OPP;GER;OPP;GER;4;6;-19;0;2;5;GER;pass;0;0;0;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;0;0;0;0;1;8;29.26829268292683;995.1219512195122;2195.121951219512;0.08536585365853663;0.0;GER;1;Touchdown;6;Touchdown;6;41
9;9;Pile Left;Pile;Left;Dagger;1;20;-5;Interception;0;FADE;;;STEVENS;;;;;;;RIESS;;;5;1;9;3;1;GER;GER;OPP;OPP;1;20;-5;0;4;25;OPP;pass;0;1;0;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;20;0;0;0;1;9;29.26829268292683;965.8536585365853;2165.8536585365855;0.09756097560975605;0.0;GER;1;Touchdown;6;Opp_Touchdown;6;41
10;10;;;;;1;25;25;;0;;;10;;;;;;;;;;;25;1;10;4;1;OPP;GER;OPP;GER;1;25;25;1;5;35;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;10;0;0;0;1;10;29.26829268292683;936.5853658536585;2136.5853658536585;0.10975609756097565;0.0;GER;1;Touchdown;6;Touchdown;6;41
11;11;;;;;2;15;15;Penalty;0;;;-5;;;;;;;;;;;35;1;11;4;1;OPP;GER;OPP;GER;2;15;15;1;3;30;OPP;no_play;0;0;1;0;0;1;0;0;0;0;0;OPP;;;0;0;0;0;0;-5;0;0;0;1;11;29.26829268292683;907.3170731707316;2107.317073170732;0.12195121951219506;0.0;GER;1;Touchdown;6;Touchdown;6;41
12;12;;;;;2;20;20;;0;;;3;;;;;;;;;;;30;1;12;4;1;OPP;GER;OPP;GER;2;20;20;1;4;33;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;3;0;0;0;1;12;29.26829268292683;878.0487804878048;2078.048780487805;0.13414634146341467;0.0;GER;1;Touchdown;6;Touchdown;6;41
13;13;;;;;3;17;17;;0;;;11;;;;;;;;;;;33;1;13;4;1;OPP;GER;OPP;GER;3;17;17;1;4;44;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;11;0;0;0;1;13;29.26829268292683;848.780487804878;2048.7804878048782;0.14634146341463408;0.0;GER;1;Touchdown;6;Touchdown;6;41
14;14;;;;;4;6;6;;0;;;;;;;;;;;;;;44;1;14;4;1;OPP;GER;OPP;GER;4;6;6;1;2;5;GER;pass;0;0;0;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;0;0;0;0;1;14;29.26829268292683;819.5121951219512;2019.5121951219512;0.15853658536585366;0.0;GER;1;Touchdown;6;Touchdown;6;41
15;15;Slot Left;Slot;Left;Sail;1;20;-5;Complete;0;SHALLOW;RIESS;19;THIELE;15;;;;;;RIESS;;;5;1;15;5;1;GER;GER;OPP;OPP;1;20;-5;0;4;24;GER;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;19;0;0;0;1;15;29.26829268292683;790.2439024390244;1990.2439024390244;0.17073170731707318;0.0;GER;1;Touchdown;6;Opp_Touchdown;6;41
16;16;;;;;2;1;-24;Penalty;;;;-5;;;;;;;;;;;24;1;16;5;1;GER;GER;OPP;OPP;2;1;-24;0;1;19;GER;no_play;0;0;1;0;0;1;0;0;0;0;0;OPP;;;0;0;0;0;0;-5;0;0;0;1;16;29.26829268292683;760.9756097560976;1960.9756097560976;0.18292682926829268;0.0;GER;1;Touchdown;6;Opp_Touchdown;6;41
17;17;Slot Left;Slot;Left;Rolex Sail;2;6;-19;Incomplete;0;DEEP CURL;;0;THIELE;;;;;;;SPIES;SPIES;;19;1;17;5;1;GER;GER;OPP;OPP;2;6;-19;0;2;19;GER;pass;0;0;0;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;0;0;0;0;1;17;29.26829268292683;731.7073170731708;1931.7073170731708;0.1951219512195122;0.0;GER;1;Touchdown;6;Opp_Touchdown;6;41
18;18;Slot Right;Slot;Right;STICK;3;6;-19;Incomplete;0;OUT;;0;THIELE;;;;;;;MARTERER;MARTERER;;19;1;18;5;1;GER;GER;OPP;OPP;3;6;-19;0;2;19;GER;pass;0;0;0;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;0;0;0;0;1;18;29.26829268292683;702.439024390244;1902.439024390244;0.2073170731707317;0.0;GER;1;Touchdown;6;Opp_Touchdown;6;41
19;19;Slot Left;Slot;Left;Rolex Poco;4;6;-19;Complete;0;CURL OUT;PIETRYGA;9;THIELE;1;;;;;;PIETRYGA;;;19;1;19;5;1;GER;GER;OPP;OPP;4;6;-19;0;2;28;GER;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;9;1;0;0;1;19;29.26829268292683;673.1707317073171;1873.1707317073171;0.2195121951219512;0.0;GER;1;Touchdown;6;Opp_Touchdown;6;41
20;20;Slot Right;Slot;Right;Sail;1;22;22;Complete;0;SAIL;SPIES;10;THIELE;1;;;;;;SPIES;;;28;1;20;5;1;GER;GER;OPP;OPP;1;22;22;1;5;38;GER;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;10;0;0;0;1;20;29.26829268292683;643.9024390243903;1843.9024390243903;0.23170731707317072;0.0;GER;1;Touchdown;6;Opp_Touchdown;6;41
21;21;Slot Left;Slot;Left;Rolex Curls;2;12;12;Complete;0;DIP;SPIES;9;THIELE;0;;;;;;SPIES;;;38;1;21;5;1;GER;GER;OPP;OPP;2;12;12;1;3;47;GER;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;9;0;0;0;1;21;29.26829268292683;614.6341463414635;1814.6341463414635;0.2439024390243902;0.0;GER;1;Touchdown;6;Opp_Touchdown;6;41
22;22;Pile Right;Pile;Right;Slot Dig;3;3;3;Incomplete;0;DIG;;0;THIELE;;;;;;;SPIES;;;47;1;22;5;1;GER;GER;OPP;OPP;3;3;3;1;1;47;GER;pass;0;0;0;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;0;0;0;0;1;22;29.26829268292683;585.3658536585367;1785.3658536585367;0.2560975609756097;0.0;GER;1;Touchdown;6;Opp_Touchdown;6;41
23;225;Pile Right;Pile;Right;Slot Dig;4;3;3;Interception;0;DIG;;0;THIELE;;;;;;;SPIES;;;47;1;23;5;1;GER;GER;OPP;OPP;4;3;3;1;1;5;OPP;pass;0;1;0;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;0;0;0;0;1;23;29.26829268292683;556.0975609756099;1756.09756097561;0.26829268292682923;0.0;GER;1;Touchdown;6;Opp_Touchdown;6;41
24;23;;;;;1;20;-5;;1;;;11;;;;;;;;;;;5;1;24;6;1;OPP;GER;OPP;GER;1;20;-5;0;4;16;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;11;0;0;0;1;24;29.26829268292683;526.8292682926831;1726.829268292683;0.28048780487804875;0.0;GER;1;Touchdown;6;Touchdown;6;41
25;24;;;;;2;9;-16;;1;;;29;;;;;;;;;;;16;1;25;6;1;OPP;GER;OPP;GER;2;9;-16;0;2;45;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;0;0;0;0;0;29;1;0;0;1;25;29.26829268292683;497.56097560975627;1697.5609756097563;0.2926829268292682;0.0;GER;1;Touchdown;6;Touchdown;6;41
26;25;;;;;1;5;5;Complete, TD;1;;;5;;;;;;;;;;;45;1;26;6;1;OPP;GER;OPP;GER;1;5;5;1;1;45;OPP;pass;0;0;1;1;0;0;0;0;0;0;1;OPP;;6;0;6;6;0;6;0;0;0;0;1;26;29.26829268292683;468.29268292682946;1668.2926829268295;0.30487804878048774;20.313215099119454;GER;1;Touchdown;6;Touchdown;6;41
27;26;;;;;0;5;5;;1;;;;;;;;;;;;;;45;1;27;6;1;OPP;GER;OPP;GER;0;5;5;1;1;5;GER;extra_point;0;0;0;0;0;0;0;0;0;0;0;GER;;;0;6;6;0;6;0;0;0;0;1;27;29.26829268292683;439.02439024390264;1639.0243902439026;0.31707317073170727;21.32866946909567;GER;1;Touchdown;7;Opp_Touchdown;7;41
28;27;Slot Left;Slot;Left;Dagger;1;20;-5;Incomplete;1;FADE;;0;THIELE;;;;;;;RIESS;;;5;1;28;7;1;GER;GER;OPP;OPP;1;20;-5;0;4;5;GER;pass;0;0;0;0;0;0;0;0;0;0;0;GER;;;0;6;0;6;-6;0;0;0;0;1;28;29.26829268292683;409.75609756097583;1609.7560975609758;0.32926829268292673;-22.394886240418597;GER;1;Touchdown;7;Touchdown;7;41
29;28;Slot Left;Slot;Left;Smash;2;20;-5;Incomplete;1;CORNER;;0;STEVENS;;;;;;;SPIES;;;5;1;29;7;1;GER;GER;OPP;OPP;2;20;-5;0;4;5;GER;pass;0;0;0;0;0;0;0;0;0;0;0;GER;;;0;6;0;6;-6;0;0;0;0;1;29;29.26829268292683;380.487804878049;1580.487804878049;0.34146341463414626;-23.51440301740281;GER;1;Touchdown;7;Touchdown;7;41
30;29;Slot Right;Slot;Right;Dagger;3;20;-5;Complete;1;DIG;SPIES;14;THIELE;4;;;;;;SPIES;;;5;1;30;7;1;GER;GER;OPP;OPP;3;20;-5;0;4;19;GER;pass;0;0;1;0;0;0;0;0;0;0;0;GER;;;0;6;0;6;-6;14;0;0;0;1;30;29.26829268292683;351.2195121951222;1551.2195121951222;0.3536585365853658;-24.68988425879618;GER;1;Touchdown;7;Touchdown;7;41
31;30;Slot Right;Slot;Right;STICK;4;6;-19;Complete;1;OUT;STEVENS;7;THIELE;1;;;;;;STEVENS;;;19;1;31;7;1;GER;GER;OPP;OPP;4;6;-19;0;2;26;GER;pass;0;0;1;0;0;0;0;0;0;0;0;GER;;;0;6;0;6;-6;7;1;0;0;1;31;29.26829268292683;321.9512195121954;1521.9512195121954;0.3658536585365853;-25.924127619212737;GER;1;Touchdown;7;Touchdown;7;41
32;31;Slot Left;Slot;Left;Rolex Poco;1;24;24;Incomplete;1;QB;;0;THIELE;;;;;;;STEVENS;;;26;1;32;7;1;GER;GER;OPP;OPP;1;24;24;1;5;26;GER;pass;0;0;0;0;0;0;0;0;0;0;0;GER;;;0;6;0;6;-6;0;0;0;0;1;32;29.26829268292683;292.6829268292686;1492.6829268292686;0.37804878048780477;-27.220070607572648;GER;1;Touchdown;7;Touchdown;7;41
33;32;Slot Right;Slot;Right;Sail;2;24;24;Complete;1;OUT;PIETRYGA;10;THIELE;2;;;;;;PIETRYGA;;;26;1;33;7;1;GER;GER;OPP;OPP;2;24;24;1;5;36;GER;pass;0;0;1;0;0;0;0;0;0;0;0;GER;;;0;6;0;6;-6;10;0;0;0;1;33;29.26829268292683;263.41463414634177;1463.4146341463418;0.3902439024390243;-28.580797578396623;GER;1;Touchdown;7;Touchdown;7;41
34;33;Slot Left;Slot;Left;Sail;3;14;14;Complete;1;SHALLOW;RIESS;6;THIELE;0;;;;;;RIESS;;;36;1;34;7;1;GER;GER;OPP;OPP;3;14;14;1;3;42;GER;pass;0;0;1;0;0;0;0;0;0;0;0;GER;;;0;6;0;6;-6;6;0;0;0;1;34;29.26829268292683;234.14634146341496;1434.146341463415;0.4024390243902438;-30.00954707259395;GER;1;Touchdown;7;Touchdown;7;41
35;34;Slot Left;Slot;Left;Snake Rolex;4;8;8;Rush, TD;1;;STEVENS;8;STEVENS;;;;;;;;;;42;1;35;7;1;GER;GER;OPP;OPP;4;8;8;1;2;40;GER;run;0;0;1;1;0;0;0;0;0;0;1;GER;6;;6;6;6;6;0;-2;0;0;0;1;35;29.26829268292683;204.87804878048814;1404.8780487804881;0.4146341463414633;0.0;GER;1;Touchdown;7;Touchdown;7;41
36;35;Slot Left;Slot;Left;Rolex Curls;0;10;10;Interception;0;DIP;;;THIELE;;;;;;;SPIES;;;40;1;36;7;1;GER;GER;OPP;OPP;0;10;10;1;2;5;OPP;extra_point;0;1;0;0;0;0;0;0;0;0;0;OPP;;;6;6;6;6;0;0;0;0;0;1;36;29.26829268292683;175.60975609756133;1375.6097560975613;0.4268292682926828;0.0;GER;1;Touchdown;8;Opp_Touchdown;8;41
37;36;;;;;1;20;-5;;1;;;8;;;;;;;;;;;5;1;37;8;1;OPP;GER;OPP;GER;1;20;-5;0;4;13;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;6;6;6;6;0;8;0;0;0;1;37;29.26829268292683;146.34146341463452;1346.3414634146345;0.43902439024390233;0.0;GER;1;Touchdown;8;Touchdown;8;41
38;37;;;;;2;12;-13;;1;;;10;;;;;;;;;;;13;1;38;8;1;OPP;GER;OPP;GER;2;12;-13;0;3;23;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;6;6;6;6;0;10;0;0;0;1;38;29.26829268292683;117.0731707317077;1317.0731707317077;0.4512195121951218;0.0;GER;1;Touchdown;8;Touchdown;8;41
39;38;;;;;3;2;-23;;1;;;7;;;;;;;;;;;23;1;39;8;1;OPP;GER;OPP;GER;3;2;-23;0;1;30;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;6;6;6;6;0;7;1;0;0;1;39;29.26829268292683;87.80487804878089;1287.804878048781;0.4634146341463413;0.0;GER;1;Touchdown;8;Touchdown;8;41
40;39;;;;;1;20;20;Complete, TD;1;;;20;;;;;;;;;;;30;1;40;8;1;OPP;GER;OPP;GER;1;20;20;1;4;47;OPP;pass;0;0;1;1;0;0;0;0;0;0;1;OPP;;6;6;12;12;6;6;17;0;0;0;1;40;29.26829268292683;58.53658536585408;1258.536585365854;0.47560975609756084;40.213328428383164;GER;1;Touchdown;8;Touchdown;8;41
41;40;;;;;0;5;3;;1;;;;;;;;;;;;;;47;1;41;8;1;OPP;GER;OPP;GER;0;5;3;1;1;5;GER;extra_point;0;0;0;0;0;0;0;0;0;0;0;OPP;;;6;12;12;6;6;0;0;1;0;1;41;29.26829268292683;29.268292682927267;1229.2682926829273;0.4878048780487803;42.22358627701197;GER;1;No_Score;10;No_Score;8;41
42;41;Slot Left;Slot;Left;Sail;1;20;-5;Complete;0;SAIL;DE GAVARELLI;8;THIELE;1;;;;;;DE GAVARELLI;;;5;1;42;9;2;GER;GER;OPP;OPP;1;20;-5;0;4;13;GER;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;6;12;6;12;-6;8;0;0;0;1;1;0.0;1200.0;1200.0;0.5;-44.3343365935839;GER;1;Touchdown;10;Opp_Touchdown;10;86
43;42;Slot Left;Slot;Left;Dopa Poco;2;12;-13;Incomplete;0;QB;;0;STEVENS;;;;;;;THIELE;;;13;1;43;9;2;GER;GER;OPP;OPP;2;12;-13;0;3;13;GER;pass;0;0;0;0;0;0;0;0;0;0;0;OPP;;;6;12;6;12;-6;0;0;0;0;1;2;26.666666666666668;1173.3333333333333;1173.3333333333333;0.5111111111111112;-46.34919452096942;GER;1;Touchdown;10;Opp_Touchdown;10;86
44;43;Slot Right;Slot;Right;Dagger;3;12;-13;Incomplete;0;DIG;;0;THIELE;;;;;;;DE GAVARELLI;;;13;1;44;9;2;GER;GER;OPP;OPP;3;12;-13;0;3;13;GER;pass;0;0;0;0;0;0;0;0;0;0;0;OPP;;;6;12;6;12;-6;0;0;0;0;1;3;26.666666666666668;1146.6666666666667;1146.6666666666667;0.5222222222222223;-48.45562148444456;GER;1;Touchdown;10;Opp_Touchdown;10;86
45;44;Slot Right;Slot;Right;Dopa Poco;4;12;-13;Incomplete;0;;;0;THIELE;;;;;;;;;;13;1;45;9;2;GER;GER;OPP;OPP;4;12;-13;0;3;13;GER;pass;0;0;0;0;0;0;0;0;0;0;0;OPP;;;6;12;6;12;-6;0;0;0;0;1;4;26.666666666666668;1120.0;1120.0;0.5333333333333333;-50.65777901235158;GER;1;Touchdown;10;Opp_Touchdown;10;86
46;45;Slot Left;Slot;Left;Rolex Poco;1;12;-13;Interception;0;;;;THIELE;;;;;;;;;;13;1;46;9;2;GER;GER;OPP;OPP;1;12;-13;0;3;5;OPP;pass;0;1;0;0;0;0;0;0;0;0;0;OPP;;;6;12;6;12;-6;-8;0;0;0;1;5;26.666666666666668;1093.3333333333333;1093.3333333333333;0.5444444444444445;-52.96001776157315;GER;1;Touchdown;10;Opp_Touchdown;10;86
47;46;;;;;1;20;-5;Incomplete;1;;;0;;;;;;;;;;;5;1;47;10;2;OPP;GER;OPP;GER;1;20;-5;0;4;5;OPP;pass;0;0;0;0;0;0;0;0;0;0;0;OPP;;;6;12;12;6;6;0;0;0;0;1;6;26.666666666666668;1066.6666666666667;1066.6666666666667;0.5555555555555556;55.36688611283716;GER;1;Touchdown;10;Touchdown;10;86
48;47;;;;;2;20;-5;;1;;;21;;;;;;;;;;;5;1;48;10;2;OPP;GER;OPP;GER;2;20;-5;0;4;26;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;6;12;12;6;6;21;1;0;0;1;7;26.666666666666668;1040.0;1040.0;0.5666666666666667;57.88313915665161;GER;1;Touchdown;10;Touchdown;10;86
49;48;;;;;1;24;24;;1;;;5;;;;;;;;;;;26;1;49;10;2;OPP;GER;OPP;GER;1;24;24;1;5;31;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;6;12;12;6;6;5;0;0;0;1;8;26.666666666666668;1013.3333333333334;1013.3333333333334;0.5777777777777777;60.51374808762218;GER;1;Touchdown;10;Touchdown;10;86
50;49;;;;;2;19;19;;1;;;7;;;;;;;;;;;31;1;50;10;2;OPP;GER;OPP;GER;2;19;19;1;4;38;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;6;12;12;6;6;7;0;0;0;1;9;26.666666666666668;986.6666666666667;986.6666666666667;0.5888888888888889;63.26391002571243;GER;1;Touchdown;10;Touchdown;10;86
51;50;;;;;3;12;12;;1;;;6;;;;;;;;;;;38;1;51;10;2;OPP;GER;OPP;GER;3;12;12;1;3;44;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;6;12;12;6;6;6;0;0;0;1;10;26.666666666666668;960.0;960.0;0.6000000000000001;66.13905828384964;GER;1;Touchdown;10;Touchdown;10;86
52;51;;;;;4;6;6;Complete, TD;1;;;6;;;;;;;;;;;44;1;52;10;2;OPP;GER;OPP;GER;4;6;6;1;2;45;OPP;pass;0;0;1;1;0;0;0;0;0;0;1;OPP;;6;6;18;18;6;12;1;0;0;0;1;11;26.666666666666668;933.3333333333334;933.3333333333334;0.611111111111111;138.2897462043232;GER;1;Touchdown;10;Touchdown;10;86
53;52;;;;;0;5;5;;1;;;;;;;;;;;;;;45;1;53;10;2;OPP;GER;OPP;GER;0;5;5;1;1;5;GER;extra_point;0;0;0;0;0;0;0;0;0;0;0;GER;;;6;18;18;6;12;0;0;0;0;1;12;26.666666666666668;906.6666666666667;906.6666666666667;0.6222222222222222;144.57458574010272;GER;1;Touchdown;11;Opp_Touchdown;11;86
54;53;Pile Right;Pile;Right;Slot Dig;1;20;-5;Complete;1;CURL OUT;RIESS;13;THIELE;8;;;;;;RIESS;;;5;1;54;11;2;GER;GER;OPP;OPP;1;20;-5;0;4;18;GER;pass;0;0;1;0;0;0;0;0;0;0;0;GER;;;6;18;6;18;-12;13;0;0;0;1;13;26.666666666666668;880.0;880.0;0.6333333333333334;-151.1450517165594;GER;1;Touchdown;11;Touchdown;11;86
55;54;Slot Right;Slot;Right;Snake JET;2;7;-18;Rush;1;;RIESS;6;;;;;;;;RIESS;;;18;1;55;11;2;GER;GER;OPP;OPP;2;7;-18;0;2;24;GER;run;0;0;1;0;0;0;0;0;0;0;0;GER;;;6;18;6;18;-12;6;0;0;0;1;14;26.666666666666668;853.3333333333333;853.3333333333333;0.6444444444444445;-158.01412496847033;GER;1;Touchdown;11;Touchdown;11;86
56;55;Slot Left;Slot;Left;Dagger;3;1;-24;Complete;1;DIG;SPIES;16;THIELE;5;;;;;;SPIES;;;24;1;56;11;2;GER;GER;OPP;OPP;3;1;-24;0;1;40;GER;pass;0;0;1;0;0;0;0;0;0;0;0;GER;;;6;18;6;18;-12;16;1;0;0;1;15;26.666666666666668;826.6666666666666;826.6666666666666;0.6555555555555557;-165.19537626924392;GER;1;Touchdown;11;Touchdown;11;86
57;56;Slot Right;Slot;Right;Dagger;1;10;10;Complete, TD;1;DIG;SPIES;10;THIELE;1;;;;;;;;;40;1;57;11;2;GER;GER;OPP;OPP;1;10;10;1;2;40;GER;pass;0;0;1;1;0;0;0;0;0;0;1;GER;6;;12;18;12;18;-6;0;0;0;0;1;16;26.666666666666668;800.0;800.0;0.6666666666666667;-86.35149657089939;GER;1;Touchdown;11;Touchdown;11;86
58;57;Slot Left;Slot;Left;Dagger;0;10;10;Good;0;DIG;SPIES;10;THIELE;0;;;;;;SPIES;;;40;1;58;11;2;GER;GER;OPP;OPP;0;10;10;1;2;5;OPP;extra_point;0;0;0;0;0;0;0;0;1;0;1;GER;2;;14;18;14;18;-4;0;0;0;0;1;17;26.666666666666668;773.3333333333333;773.3333333333333;0.6777777777777778;-60.183935962637996;GER;1;Two_Point_Conversion;11;Two_Point_Conversion;11;86
59;58;;;;;1;20;-5;Penalty;;;;0;;;;;;;;;;;5;1;59;12;2;OPP;GER;OPP;GER;1;20;-5;0;4;5;OPP;no_play;0;0;0;0;0;1;0;0;0;0;0;OPP;;;14;18;18;14;4;0;0;0;0;1;18;26.666666666666668;746.6666666666665;746.6666666666665;0.688888888888889;62.91910896380868;GER;1;Touchdown;12;Touchdown;12;86
60;59;;;;;1;20;-5;;1;;;7;;;;;;;;;;;5;1;60;12;2;OPP;GER;OPP;GER;1;20;-5;0;4;12;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;14;18;18;14;4;7;0;0;0;1;19;26.666666666666668;719.9999999999999;719.9999999999999;0.7000000000000001;65.77858708438822;GER;1;Touchdown;12;Touchdown;12;86
61;60;;;;;2;13;-12;;1;;;18;;;;;;;;;;;12;1;61;12;2;OPP;GER;OPP;GER;2;13;-12;0;3;30;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;14;18;18;14;4;18;1;0;0;1;20;26.666666666666668;693.3333333333333;693.3333333333333;0.7111111111111111;68.76801960605084;GER;1;Touchdown;12;Touchdown;12;86
62;61;;;;;1;20;20;Incomplete;1;;;0;;;;;;;;;;;30;1;62;12;2;OPP;GER;OPP;GER;1;20;20;1;4;30;OPP;pass;0;0;0;0;0;0;0;0;0;0;0;OPP;;;14;18;18;14;4;0;0;0;0;1;21;26.666666666666668;666.6666666666665;666.6666666666665;0.7222222222222223;71.89331255278023;GER;1;Touchdown;12;Touchdown;12;86
63;62;;;;;2;20;20;;1;;;10;;;;;;;;;;;30;1;63;12;2;OPP;GER;OPP;GER;2;20;20;1;4;40;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;14;18;18;14;4;10;0;0;0;1;22;26.666666666666668;639.9999999999999;639.9999999999999;0.7333333333333334;75.16064035901015;GER;1;Touchdown;12;Touchdown;12;86
64;63;;;;;3;10;10;;1;;;7;;;;;;;;;;;40;1;64;12;2;OPP;GER;OPP;GER;3;10;10;1;2;47;OPP;pass;0;0;1;0;0;0;0;0;0;0;0;OPP;;;14;18;18;14;4;7;0;0;0;1;23;26.666666666666668;613.3333333333333;613.3333333333333;0.7444444444444446;78.57645806804608;GER;1;Touchdown;12;Touchdown;12;86
65;64;;;;;4;3;3;Complete, TD;1;;;3;;;;;;;;;;;47;1;65;12;2;OPP;GER;OPP;GER;4;3;3;1;1;45;OPP;pass;0;0;1;1;0;0;0;0;0;0;1;OPP;;6;14;24;24;14;10;-2;0;0;0;1;24;26.666666666666668;586.6666666666666;586.6666666666666;0.7555555555555556;205.36878521216724;GER;1;Touchdown;12;Touchdown;12;86
66;65;;;;;0;5;5;;1;;;;;;;;;;;;;;45;1;66;12;2;OPP;GER;OPP;GER;0;5;5;1;1;5;GER;extra_point;0;0;0;0;0;0;0;0;0;0;0;OPP;;;14;24;24;14;10;0;0;0;0;1;25;26.666666666666668;560.0;560.0;0.7666666666666667;214.70215877125526;GER;1;Touchdown;14;Touchdown;14;86
