team_id,team_name,player_id,player_name,player_jersey,position,club
28,Switzerland,542,Désirée Sommer,11,C,"St. Gallen Wolfpack, Winterthur Warriors Ladies"
28,Switzerland,543,Amélie Stüssi,9,WR,Winterthur Warriors Ladies 
28,Switzerland,544,Joëlle Waser,5,WR,Midland Bouncers
29,USA,793,Michael Better,24,RSH/C,""
29,USA,794,Aamir Brown,5,ATH,""
29,USA,795,"Velton Brown, Jr.",13,WR/DB,""
29,USA,796,Isaiah Calhoun,11,DB/WR,""
29,USA,797,Mike Daniels,3,DB/WR,""
29,USA,798,Laval Davis,4,WR/RSH,""
29,USA,799,Darrell “Housh”  Doucette,7,QB/C,""
29,USA,800,"Johnluis ""Lulu"" Hernandez",31,DB/C,""
29,USA,801,Ja’Deion High,88,WR,""
29,USA,802,Jamie Kennedy,21,DB/WR,""
29,USA,803,Bruce Mapp,1,WR/DB,""
29,USA,804,"Laderrick ""Pablo"" Smith",14,WR/QB,""
30,Spain,605,Willem Jore-Sastre,1,CB/BLITZ,Valencia Firebats
30,Spain,606,Matías Castagno,2,WR,Las Rozas Black Demons
30,Spain,607,Álvaro Cansinos,3,CB,Las Rozas Black Demons
30,Spain,608,Alejandro García,5,CB/WR,Atlantic Devils
30,Spain,609,Jorge García,6,CB/WR,Las Rozas Black Demons
30,Spain,610,Pablo De Diego,7,LB,Las Rozas Black Demons
30,Spain,611,Guillermo Cámara,8,BLITZ,Valencia Firebats
30,Spain,612,Jesús Clemente,9,C,Valencia Firebats
30,Spain,613,Roque Alarcón,10,WR/BLITZ,Valencia Firebats
30,Spain,614,Chus Batista,11,WR,Valencia Firebats
30,Spain,615,Iván López,13,QB,Camioneros de Coslada
30,Spain,616,Alejandro Silvestre,15,LB,Valencia Firebats
31,Brazil,581,Victor Hugo Ferraz Souza,5,Player,Spartans
31,Brazil,582,Athos Daniel Da Silva Costa,0,Player,Recife Mariners
31,Brazil,583,Felipe Nunes Almeida dos Santos,24,Player,Cavalaria 2 de Julho
31,Brazil,584,Edmar Dos Santos,7,Player,Gators
31,Brazil,585,Matheus Rodrigo Fabiano Silva,14,Player,Coritiba Crocodiles
31,Brazil,586,Matheus Silva Duarte de Oliveira,23,Player,Floripa Ghosts
31,Brazil,587,Renato Esdras Santana Munford de Oliveira,2,Player,Floripa Ghosts
31,Brazil,588,Pedro Henrique Clemente do Nascimento,13,Player,Vasco Almirantes
31,Brazil,589,João Pedro Meneghetti Chermont de Miranda,32,Player,Rio Football Academy
31,Brazil,590,Kyoshi Henrique Takemura Junior,17,Player,Floripa Ghosts
31,Brazil,591,Felipe Alves Aymoré,70,Player,Caniballs
31,Brazil,592,Nicolas Mendonça de Quadro,10,Player,Floripa Ghosts
32,Serbia,805,Goran Zec,1,ATH,Indians Inđija
32,Serbia,806,Tihomir Todorov,17,C/WR,Indians Inđija
32,Serbia,807,Miloš Katić,48,DB,Indians Inđija
32,Serbia,808,Nemanja Vučković,4,ATH,Indians Inđija
32,Serbia,809,Vukašin Katić,28,DB/WR,Indians Inđija
32,Serbia,810,Miloš Kolibar,5,DB/C,Sirmium Legionari
32,Serbia,811,Marko Žurkić,6,ATH,Indians Inđija
32,Serbia,812,Vukašin Gajović,0,WR/BL,Royal Crowns Kraljevo
32,Serbia,813,Dejan Jašćur,2,WR/DB,Sirmium Legionari
32,Serbia,814,Stefan Borković,14,WR/QB,Indians Inđija
32,Serbia,815,Jovan Davidović,18,WR/DB,Indians Inđija
32,Serbia,816,Milan Manić,12,QB,Orlovi Novi Beograd
33,Mexico,829,Victor Balderramos,1,QB,TEAM MEXICO
33,Mexico,830,Bruno Quijano,2,WR,TEAM MEXICO
33,Mexico,831,Damian Chirinos,3,WR,TEAM MEXICO
33,Mexico,832,Brett Reyes,7,DB,TEAM MEXICO
33,Mexico,833,Ivan Orozco,8,QB,TEAM MEXICO
33,Mexico,834,George Landeros,9,DB,TEAM MEXICO
33,Mexico,835,Christopher Cardona,12,WR,TEAM MEXICO
33,Mexico,836,Diego Yañez,15,WR,TEAM MEXICO
33,Mexico,837,Sergio Gonzalez,17,DB,TEAM MEXICO
33,Mexico,838,Alexis Ortega,20,R,TEAM MEXICO
33,Mexico,839,Alonso Gaxiola,23,DB,TEAM MEXICO
33,Mexico,840,Harold Garibay,80,DB,TEAM MEXICO
34,Australia,569,Aaron Howard,10,PR/DB,Brotherly Shove/Gronk It
34,Australia,570,Bart Foley,12,QB,2 Yard Curls/ Gronk It
34,Australia,571,Brad Howard,7,WR,Brotherly Shove/Gronk It
34,Australia,572,Dan O'Shaughnessy,15,QB,Algester Ambush
34,Australia,573,Cody Donlan,9,DB,""
34,Australia,574,Connor Young Free,3,DB,""
34,Australia,575,Jack Straatsma,24,PR,""
34,Australia,576,Jayden Paludan,1,DB,Fortitude Valley Vipers
34,Australia,577,Luke Hegney,4,WR,""
34,Australia,578,Matthew Barbara,81,C/WR,The Milkmen
34,Australia,579,Mitch Collins,17,WR,Bad Hitches
34,Australia,580,Tim Tuikaba,14,DB,""
35,Chile,629,Felipe Huerta Vive,3,QB / DB,Felinos Football Americano
35,Chile,630,Andre Espinoza Lopez,22,C / DB,Blindados Football Americano
35,Chile,631,Ricardo De la Maza,17,WR,Bulldogs Football Americano
35,Chile,632,Felipe León Clavería,13,C,Bulldogs Football Americano
35,Chile,633,Mathias Acosta Ríos,7,WR / DB,Blindados Football Americano
35,Chile,634,Rodrigo Fuentes,2,QB,Ferroviarios Football
35,Chile,635,Sebastian Rivera Verdugo,52,R / DB,Bulldogs Football Americano
35,Chile,636,Germán Orellana Morales,10,WR,Blindados Football Americano
35,Chile,637,Diego Fuentes Elguera,20,S / LB/ WR,Felinos Football Americano
35,Chile,638,Martín Orellana Morales,5,C / R,Blindados Football Americano
35,Chile,639,Bastian Orellana Morales,4,QB / S,Blindados Football Americano
35,Chile,640,Harry Salomon R,11,WR / R,Felinos Football Americano
36,Cameroon,653,Vladimir Bemmo,3,WR,"Mastini Verona, Italy"
36,Cameroon,654,Morgan Nkule,24,RB,"Helvetics Mercenaires, Geneva"
36,Cameroon,655,James Tobbo James,17,WR,"Flash Courneuve, France"
36,Cameroon,656,Frank Mbadja,11,Center,"Corsaires, France"
36,Cameroon,657,Scanzi Dimitri,90,Center,"Templiers, France"
36,Cameroon,658,Jordan Tonye Nsoga ,4,S,"Myrmidon, France"
36,Cameroon,659,Paul Wilfried Mpoko,11,RB,"Parma Pathers, Italy"
36,Cameroon,660,Hadrien Lynda,1,QB,"Blue de Marseille, France"
37,Germany,853,Achenbach Fabian,21,WR,""
37,Germany,854,Apfel Moritz,12,DB,""
37,Germany,855,Braunsdorf Oliver,14,S,""
37,Germany,856,Hachmann Nils,8,WR,""
37,Germany,857,Haupert Alexander,22,C,turnes 30 at 28th of August
37,Germany,858,Just Nils,2,CB,turnes 28 at 29th of August
37,Germany,859,Klever Benjamin,23,QB,""
37,Germany,860,Krämer Heiko,91,BL,""
37,Germany,861,Peukert  Keanu ,13,WR,""
37,Germany,862,McGeachie Marlon Balthasar,6,CB,""
37,Germany,863,Straßburger Timo,7,CB,""
37,Germany,864,Valdigem Luis,77,WR,""
38,Great Britain,661,Andrew (AJ) Carr,0,WR,Cardiff Hurricanes
38,Great Britain,662,Callum Stopani,21,DB,Glasgow Hornets
38,Great Britain,663,Charles (Charlie) Williams,7,QB,London Smoke
38,Great Britain,664,Henry Williams,5,"Blitz, C",London Smoke
38,Great Britain,665,Jamahyl (Jam) Chan-Ellis,24,WR,London Smoke
38,Great Britain,666,Johnnie Kerr,18,"DB, WR",London Smoke
38,Great Britain,667,Kostas Karras,2,WR,Cardiff Hurricanes
38,Great Britain,668,Liam Harper,14,"Blitz, WR",Manchester Crows
38,Great Britain,669,Max Verlint,25,DB,Glasgow Hornets
38,Great Britain,670,Oliver (Ollie) Dyer,27,DB,Glasgow Hornets
38,Great Britain,671,Spencer  Brown,3,"C, WR, DB",Utah Thundercats
38,Great Britain,672,David  McInally,20,DB,Glasgow Hornets
39,Sweden,593,Jonathan Myrlander,5,R,Nässjö Saints
39,Sweden,594,Linus Petersson,6,R,Nässjö Saints
39,Sweden,595,Martin Lidén,8,DB,Göteborg Marvels
39,Sweden,596,Matas Menkis,1,R,Uppsala 86ers
39,Sweden,597,Nils-Fredrik Lindberg,14,DB,Uppsala 86ers
39,Sweden,598,Oscar Hjerm,7,B,Göteborg Marvels
39,Sweden,599,Philip Juhlin,2,QB,Kristianstad Predators
39,Sweden,600,Philip Smith,11,R,Eskilstuna Sharks
39,Sweden,601,Pontus Andersson,4,DB,Nässjö Saints
39,Sweden,602,Simon Hornestedt,9,DB,Göteborg Marvels
39,Sweden,603,Sundiata Owens,10,R,Uppsala 86ers
39,Sweden,604,Víctor García Blombäck,12,DB,Uppsala 86ers
40,Georgia,697,Saba Gogatishvili,11,QB,Eagles
40,Georgia,698,Lasha Ungiadze,9,WR,Eagles
40,Georgia,699,Aleksandre Gagoshidze,7,WR,Crusaders
40,Georgia,700,Saba Kvernadze,87,WR,Steelers
40,Georgia,701,Anri Simsive,14,C/WR,Crusaders
40,Georgia,702,Saba Kapanadze,3,RB/Blitz,Falcons
