session_id,domain,reason,requirement,excluded_at
2026-05-16_FRIENDLY-GER-vs-PUERTORICO-DRONE-WIDE,drone,private hackathon test game -- never a training-pool candidate,DATA-04,2026-09-02T07:47:04.382185+00:00
