arm,source,n_plays,logloss,naive_logloss,improvement
without_hc,legacy,3386,0.9791937073833793,1.0225472231831174,0.04335351579973812
without_hc,legacy-sportapp,13058,0.9519923282702315,1.0026715841178213,0.05067925584758981
without_hc,__pooled__,16444,0.9575933906441746,1.0072738848523242,0.04968049420814957
with_hc,hc_workbook:offense-analytics-2026-camps-and-competitions:data,1010,0.9785894275775195,1.011819527797641,0.033230100220121406
with_hc,hc_workbook:scoring-probability-by-situation-2023-2026:data,5354,0.9076935407543492,0.9491459131350796,0.04145237238073041
with_hc,legacy,3386,0.9769616186616968,1.0225472231831174,0.045585604521420575
with_hc,legacy-sportapp,13058,0.9506683880034129,1.0026715841178213,0.0520031961144084
with_hc,__pooled__,22808,0.9457202030160099,0.9979448531793351,0.052224650163325226
