arm,competition_tier,n,logloss,naive_logloss,improvement
without_hc,mixed-other,16444,0.9575933906441746,1.0072738848523242,0.04968049420814957
without_hc,__pooled__,16444,0.9575933906441746,1.0072738848523242,0.04968049420814957
with_hc,mixed-other,22808,0.9457202030160099,0.9979448531793351,0.052224650163325226
with_hc,__pooled__,22808,0.9457202030160099,0.9979448531793351,0.052224650163325226
