arm,competition_tier,n,logloss,naive_logloss,improvement
without_hc,mixed-other,16646,0.36890323562158284,0.6910952537636242,0.3221920181420414
without_hc,__pooled__,16646,0.36890323562158284,0.6910952537636242,0.3221920181420414
with_hc,mixed-other,23373,0.3569673702191258,0.6914056870616786,0.3344383168425528
with_hc,__pooled__,23373,0.3569673702191258,0.6914056870616786,0.3344383168425528
