index,season,competition_id,competition_name,competition_league,gender,game_id,game_type,game_group_id,game_group,half,summary,action_title,down,down_desc,down_after,down_after_desc,yards_to_go,yards_to_go_after,possession_time,home_team,away_team,home_score,away_score,stream_url,passer,receiver,rusher,tackle_player,interception_player,sack_player,play_result,penalty,safety,drive_id,play_id,half_end,play_type,complete_pass,interception,touchdown,point_after,point_after_success,def_touchdown,one_point_conv_success,two_point_conv_success,defensive_two_point_conv,scoring_play,posteam,defteam,posteam_after,defteam_after,yardline_50,yardline_50_after,yards_gained,yards_to_go_simple,first_down,scoring_play_team,home_team_points,away_team_points,home_team_score,away_team_score,posteam_score,defteam_score,score_differential
1,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,#33 Diana Flores Deep middle pass incomplete to #3 Silvia Contreras,Pass incomplete,1,1st,2,2nd,20,20,-6:-15,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,incomplete,0,0,1,1,0,pass,0,0,0,0,0,0,0,0,0,0,11,13,11,13,5,5,0,4,0,,0,0,0,0,0,0,0
2,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,#33 Diana Flores Short left pass incomplete to #9 Ana Aguayo,Pass incomplete,2,2nd,3,3rd,20,20,-6:-15,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,incomplete,0,0,1,2,0,pass,0,0,0,0,0,0,0,0,0,0,11,13,11,13,5,5,0,4,0,,,,0,0,0,0,0
3,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#33 Diana Flores Short left pass complete to #31 Tania Rincon for 13 yards to the MEX18, #31 Tania Rincon run for 3 yards<em> to</em><em> MEX21</em><em> for a gain of</em><em> 16</em><em> yards</em>, tackled by #16 Marcucci Martika",16 yard pass,3,3rd,4,4th,20,4,-6:-15,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,31,,16,,,complete,0,0,1,3,0,pass,1,0,0,0,0,0,0,0,0,0,11,13,11,13,5,21,16,4,0,,,,0,0,0,0,0
4,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#33 Diana Flores Short right pass complete to #31 Tania Rincon for 4 yards to the MEX25, #31 Tania Rincon run for 13 yards<em> to</em><em> ITA12</em><em> for a gain of</em><em> 17</em><em> yards</em>, tackled by #9 Jirjena Renate<strong>. 1st down Mexico</strong>",17 yard pass,4,4th,1,1st,4,12,-6:-15,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,31,,9,,,complete,0,0,1,4,0,pass,1,0,0,0,0,0,0,0,0,0,11,13,11,13,21,38,17,1,1,,,,0,0,0,0,0
5,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#31 Tania Rincon Short right pass complete to #9 Ana Aguayo for 12 yards to the ITA0<strong>, touchdown</strong>. Time left 17:15",Touchdown,1,1st,1,1st,12,,-6:-15,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,9,,,,,complete,0,0,1,5,0,pass,1,0,1,0,0,0,0,0,0,1,11,13,11,13,38,50,12,3,0,11,,6,0,6,6,0,6
6,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#33 Diana Flores Short middle pass intercepted to #9 Jirjena Renate for 5 yards to the ITA0, #9 Jirjena Renate run for no gain<em> to</em><em> ITA0</em>, tackled by #9 Ana Aguayo",Extra point attempt,0,PAT 5 yards,1,1st,,,-6:-15,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,9,9,,intercepted,0,0,1,6,0,pass,0,1,0,1,0,0,0,0,0,0,11,13,13,11,50,50,0,0,0,,,,0,6,6,0,6
7,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,#11 Petrillo Sofia Short middle pass incomplete to #1 Fimiani Alice,Pass incomplete,1,1st,2,2nd,20,20,2:55,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,incomplete,0,0,2,7,0,pass,0,0,0,0,0,0,0,0,0,0,13,11,13,11,5,5,0,4,0,,,,0,6,0,6,-6
8,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"TM rush for no gain, fumble at ITA5",Rush for no gain,2,2nd,3,3rd,20,20,2:55,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,rush,0,0,2,8,0,rush,0,0,0,0,0,0,0,0,0,0,13,11,13,11,5,5,0,4,0,,,,0,6,0,6,-6
9,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#11 Petrillo Sofia Short left pass complete to #82 Dell'Orto Nausicaa for 1 yards to the ITA6, #82 Dell'Orto Nausicaa run for 11 yards<em> to</em><em> ITA17</em><em> for a gain of</em><em> 12</em><em> yards</em>, tackled by #11 Elizabeth Bourde",12 yard pass,3,3rd,4,4th,20,8,2:55,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,11,,,complete,0,0,2,9,0,pass,1,0,0,0,0,0,0,0,0,0,13,11,13,11,5,17,12,4,0,,,,0,6,0,6,-6
10,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"TM rush for no gain, fumble at ITA17. Time left 14:20",null yard rush,4,4th,1,1st,8,20,2:55,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,rush,0,0,2,10,0,rush,0,0,0,0,0,0,0,0,0,0,13,11,11,13,17,17,0,2,0,,,,0,6,0,6,-6
11,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#33 Diana Flores Short left pass complete to #9 Ana Aguayo for 7 yards to the MEX12, #9 Ana Aguayo run for 5 yards<em> to</em><em> MEX17</em><em> for a gain of</em><em> 12</em><em> yards</em>, tackled by #43 Guglielmino Yvonne",12 yard pass,1,1st,2,2nd,20,8,3:50,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,9,,43,,,complete,0,0,3,11,0,pass,1,0,0,0,0,0,0,0,0,0,11,13,11,13,5,17,12,4,0,,,,0,6,6,0,6
12,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,#33 Diana Flores Deep middle pass incomplete to #31 Tania Rincon,Pass incomplete,2,2nd,3,3rd,8,8,3:50,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,incomplete,0,0,3,12,0,pass,0,0,0,0,0,0,0,0,0,0,11,13,11,13,17,17,0,2,0,,,,0,6,6,0,6
13,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#33 Diana Flores Short middle pass complete to #9 Ana Aguayo for 10 yards to the ITA23, #9 Ana Aguayo run for no gain<em> to</em><em> ITA23</em><em> for a gain of</em><em> 10</em><em> yards</em>, end of play<strong>. 1st down Mexico</strong>",10 yard pass,3,3rd,1,1st,8,23,3:50,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,9,,,,,complete,0,0,3,13,0,pass,1,0,0,0,0,0,0,0,0,0,11,13,11,13,17,27,10,2,1,,,,0,6,6,0,6
14,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,#31 Tania Rincon Short right pass incomplete to #9 Ana Aguayo,Pass incomplete,1,1st,2,2nd,23,23,3:50,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,incomplete,0,0,3,14,0,pass,0,0,0,0,0,0,0,0,0,0,11,13,11,13,27,27,0,5,0,,,,0,6,6,0,6
15,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,#31 Tania Rincon Short left pass incomplete to #33 Diana Flores,Pass incomplete,2,2nd,3,3rd,23,23,3:50,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,incomplete,0,0,3,15,0,pass,0,0,0,0,0,0,0,0,0,0,11,13,11,13,27,27,0,5,0,,,,0,6,6,0,6
16,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#33 Diana Flores Short left pass complete to #18 Carranza Valeria for 9 yards to the ITA14, #18 Carranza Valeria run for no gain<em> to</em><em> ITA14</em><em> for a gain of</em><em> 9</em><em> yards</em>, out of bounds",9 yard pass,3,3rd,4,4th,23,14,3:50,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,18,,,,,complete,0,0,3,16,0,pass,1,0,0,0,0,0,0,0,0,0,11,13,11,13,27,36,9,5,0,,,,0,6,6,0,6
17,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#33 Diana Flores Deep right pass incomplete to #18 Carranza Valeria, #99 Zocca Giada. Time left 10:30",Pass incomplete,4,4th,1,1st,14,20,3:50,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,incomplete,0,0,3,17,0,pass,0,0,0,0,0,0,0,0,0,0,11,13,13,11,36,36,0,3,0,,,,0,6,6,0,6
18,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#93 Radisavljević Aleksandra rush reverse for 4 yards, end of play",4 yard rush,1,1st,2,2nd,20,16,00:00,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,93,,,,rush,0,0,4,18,0,rush,0,0,0,0,0,0,0,0,0,0,13,11,13,11,5,9,4,4,0,,,,0,6,0,6,-6
19,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#11 Petrillo Sofia Short left pass complete to #82 Dell'Orto Nausicaa for 5 yards to the ITA14, #82 Dell'Orto Nausicaa run for no gain<em> to</em><em> ITA14</em><em> for a gain of</em><em> 5</em><em> yards</em>, end of play<strong>, penalty</strong> Mexico Illegal contact defense, 10 yard penalty to ITA24<strong>. 1st down Italy</strong>",15 yard pass,2,2nd,1,1st,16,1,00:00,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,complete,1,0,4,19,0,pass,1,0,0,0,0,0,0,0,0,0,13,11,13,11,9,24,15,4,0,,,,0,6,0,6,-6
20,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#11 Petrillo Sofia Short left pass complete to #1 Fimiani Alice for 6 yards to the MEX20, #1 Fimiani Alice run for 3 yards<em> to</em><em> MEX17</em><em> for a gain of</em><em> 9</em><em> yards</em>, tackled by #11 Elizabeth Bourde<strong>. 1st down Italy</strong>",9 yard pass,1,1st,1,1st,1,17,00:00,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,1,,11,,,complete,0,0,4,20,0,pass,1,0,0,0,0,0,0,0,0,0,13,11,13,11,24,33,9,1,1,,,,0,6,0,6,-6
21,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#11 Petrillo Sofia Short right pass complete to #11 Petrillo Sofia for 6 yards to the MEX11, #11 Petrillo Sofia run for loss of 28 yards<em> to</em><em> ITA11</em><em> for a loss of</em><em> 22</em><em> yards</em>, tackled by #2 Victoria Chavez",-22 yard pass,2,2nd,3,3rd,17,39,00:00,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,11,,2,,,complete,0,0,4,21,0,pass,1,0,0,0,0,0,0,0,0,0,13,11,13,11,33,11,-22,4,0,,,,0,6,0,6,-6
22,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#11 Petrillo Sofia Deep middle pass incomplete to #1 Fimiani Alice for 0 yards to the MEX1<strong>, penalty</strong> Italy Offensive shielding, declined",Pass incomplete,3,3rd,4,4th,14,14,00:00,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,incomplete,1,0,4,22,0,pass,0,0,0,0,0,0,0,0,0,0,13,11,13,11,11,11,0,3,0,,,,0,6,0,6,-6
23,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"Spotted to MEX11 (target: ITA25) for team Mexico, 3. down",,3,3rd,3,3rd,14,14,00:00,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,,0,0,4,23,0,no_play,0,0,0,0,0,0,0,0,0,0,13,11,11,13,11,39,28,3,1,,,,0,6,0,6,-6
24,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"Spotted to MEX11 (target: MEX0) for team Italy, 3. down",,3,3rd,3,3rd,39,0,00:00,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,,0,0,5,24,0,no_play,0,0,0,0,0,0,0,0,0,0,11,13,13,11,11,50,39,5,0,,,,0,6,6,0,6
25,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#11 Petrillo Sofia Short right pass complete to #1 Fimiani Alice for 8 yards to the MEX3, #1 Fimiani Alice run for no gain<em> to</em><em> MEX3</em><em> for a gain of</em><em> 8</em><em> yards</em>, end of play<strong>, penalty</strong> Mexico Illegal contact defense at MEX2, 0 yard penalty to MEX2<strong>. 1st down Italy</strong>",9 yard pass,3,3rd,1,1st,11,2,5:15,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,1,,,,,complete,1,0,6,25,0,pass,1,0,0,0,0,0,0,0,0,0,13,11,13,11,39,48,9,3,0,,,,0,6,0,6,-6
26,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,#11 Petrillo Sofia Short middle pass incomplete to #1 Fimiani Alice,Pass incomplete,1,1st,2,2nd,2,2,5:15,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,incomplete,0,0,6,26,0,pass,0,0,0,0,0,0,0,0,0,0,13,11,13,11,48,48,0,1,0,,,,0,6,0,6,-6
27,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#11 Petrillo Sofia Short right pass complete to #1 Fimiani Alice for 1 yards to the MEX1, #1 Fimiani Alice run for 1 yards<strong>, touchdown</strong>. Time left 05:15",Touchdown,2,2nd,1,1st,2,,5:15,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,1,,,,,complete,0,0,6,27,0,pass,1,0,1,0,0,0,0,0,0,1,13,11,13,11,48,50,2,1,0,13,6,,6,6,6,6,0
28,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1," Italy, pass attempt, miss",Extra point attempt,0,PAT 5 yards,1,1st,,,5:15,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,miss,0,0,6,28,0,pass,0,0,0,1,0,0,0,0,0,0,13,11,11,13,0,0,0,0,0,,,,6,6,6,6,0
29,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#33 Diana Flores Short right pass complete to #9 Ana Aguayo for 10 yards to the MEX15, #9 Ana Aguayo run for no gain<em> to</em><em> MEX15</em><em> for a gain of</em><em> 10</em><em> yards</em>, out of bounds",10 yard pass,1,1st,2,2nd,20,10,1:30,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,9,,,,,complete,0,0,7,29,0,pass,1,0,0,0,0,0,0,0,0,0,11,13,11,13,5,15,10,4,0,,,,6,6,6,6,0
30,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#33 Diana Flores Short left pass complete to #31 Tania Rincon for 35 yards to the ITA0<strong>, touchdown</strong>. Time left 03:45",Touchdown,2,2nd,1,1st,10,,1:30,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,31,,,,,complete,0,0,7,30,0,pass,1,0,1,0,0,0,0,0,0,1,11,13,11,13,15,50,35,2,1,11,,6,6,12,12,6,6
31,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1," Mexico, pass attempt, miss",Extra point attempt,0,PAT 5 yards,1,1st,,,1:30,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,miss,0,0,7,31,0,pass,0,0,0,1,0,0,0,0,0,0,11,13,13,11,50,50,0,0,0,,,,6,12,12,6,6
32,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#11 Petrillo Sofia Short middle pass complete to #1 Fimiani Alice for 1 yards to the ITA6, #1 Fimiani Alice run for 4 yards<em> to</em><em> ITA10</em><em> for a gain of</em><em> 5</em><em> yards</em>, tackled by #2 Victoria Chavez",5 yard pass,1,1st,2,2nd,20,15,0:44,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,1,,2,,,complete,0,0,8,32,0,pass,1,0,0,0,0,0,0,0,0,0,13,11,13,11,5,10,5,4,0,,,,6,12,6,12,-6
33,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#11 Petrillo Sofia Short middle pass complete to #82 Dell'Orto Nausicaa for 5 yards to the ITA15, #82 Dell'Orto Nausicaa run for 2 yards<em> to</em><em> ITA17</em><em> for a gain of</em><em> 7</em><em> yards</em>, tackled by #2 Victoria Chavez",7 yard pass,2,2nd,3,3rd,15,8,0:44,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,2,,,complete,0,0,8,33,0,pass,1,0,0,0,0,0,0,0,0,0,13,11,13,11,10,17,7,3,0,,,,6,12,6,12,-6
34,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#11 Petrillo Sofia Short left pass complete to #82 Dell'Orto Nausicaa for 5 yards to the ITA22, #82 Dell'Orto Nausicaa run for 4 yards<em> to</em><em> MEX24</em><em> for a gain of</em><em> 9</em><em> yards</em>, tackled<strong>. 1st down Italy</strong>",9 yard pass,3,3rd,1,1st,8,24,0:44,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,complete,0,0,8,34,0,pass,1,0,0,0,0,0,0,0,0,0,13,11,13,11,17,26,9,2,1,,,,6,12,6,12,-6
35,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#11 Petrillo Sofia Short middle pass complete to #82 Dell'Orto Nausicaa for 6 yards to the MEX18, #82 Dell'Orto Nausicaa run for no gain<em> to</em><em> MEX18</em><em> for a gain of</em><em> 6</em><em> yards</em>, end of play",6 yard pass,1,1st,2,2nd,24,18,0:44,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,complete,0,0,8,35,0,pass,1,0,0,0,0,0,0,0,0,0,13,11,13,11,26,32,6,5,0,,,,6,12,6,12,-6
36,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,Italy timeout. Time left 01:45,Timeout Italy,2,2nd,2,2nd,18,50,0:44,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,timeout,0,0,8,36,0,no_play,0,0,0,0,0,0,0,0,0,0,13,11,13,11,32,0,-32,4,0,,,,6,12,6,12,-6
37,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,#11 Petrillo Sofia Deep right pass incomplete to #93 Radisavljević Aleksandra,Pass incomplete,2,2nd,3,3rd,18,18,0:44,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,incomplete,0,0,8,37,0,pass,0,0,0,0,0,0,0,0,0,0,13,11,13,11,32,32,0,4,0,,,,6,12,6,12,-6
38,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#11 Petrillo Sofia Short right pass complete to #1 Fimiani Alice for 7 yards to the MEX11, #1 Fimiani Alice run for loss of 1 yards<em> to</em><em> MEX12</em><em> for a gain of</em><em> 6</em><em> yards</em>, tackled by #2 Victoria Chavez",6 yard pass,3,3rd,4,4th,18,12,0:44,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,1,,2,,,complete,0,0,8,38,0,pass,1,0,0,0,0,0,0,0,0,0,13,11,13,11,32,38,6,4,0,,,,6,12,6,12,-6
39,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,#11 Petrillo Sofia  sacked by #11 Elizabeth Bourde for -8 yards to the MEX20. Time left 01:01,Sack,4,4th,1,1st,12,20,0:44,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,11,sack,0,0,8,39,0,pass,0,0,0,0,0,0,0,0,0,0,13,11,11,13,38,30,-8,3,0,,,,6,12,6,12,-6
40,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#33 Diana Flores Short right pass complete to #9 Ana Aguayo for 9 yards to the MEX14, #9 Ana Aguayo run for no gain<em> to</em><em> MEX14</em><em> for a gain of</em><em> 9</em><em> yards</em>, out of bounds",9 yard pass,1,1st,2,2nd,20,11,0:16,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,9,,,,,complete,0,0,9,40,0,pass,1,0,0,0,0,0,0,0,0,0,11,13,11,13,5,14,9,4,0,,,,6,12,12,6,6
41,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,#33 Diana Flores Short right pass incomplete to #10,Pass incomplete,2,2nd,3,3rd,11,11,0:16,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,incomplete,0,0,9,41,0,pass,0,0,0,0,0,0,0,0,0,0,11,13,11,13,14,14,0,3,0,,,,6,12,12,6,6
42,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#33 Diana Flores Short right pass complete to #3 Silvia Contreras for 5 yards to the MEX19, #3 Silvia Contreras run for 5 yards<em> to</em><em> MEX24</em><em> for a gain of</em><em> 10</em><em> yards</em>, out of bounds",10 yard pass,3,3rd,4,4th,11,1,0:16,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,3,,,,,complete,0,0,9,42,0,pass,1,0,0,0,0,0,0,0,0,0,11,13,11,13,14,24,10,3,0,,,,6,12,12,6,6
43,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#31 Tania Rincon Deep right pass complete to #9 Ana Aguayo for 21 yards to the ITA5, #9 Ana Aguayo run for 5 yards<strong>, touchdown</strong>. Time left 00:45",Touchdown,4,4th,1,1st,1,,0:16,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,9,,,,,complete,0,0,9,43,0,pass,1,0,1,0,0,0,0,0,0,1,11,13,11,13,24,50,26,1,1,11,,6,6,18,18,6,12
44,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1," Mexico, pass attempt, good",Touchdown,0,PAT 5 yards,1,1st,,,0:16,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,good,0,0,9,44,0,pass,0,0,0,1,1,0,1,0,0,1,11,13,13,11,50,50,0,0,0,11,,1,6,19,19,6,13
45,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,#11 Petrillo Sofia Short right pass incomplete to #93 Radisavljević Aleksandra,Pass incomplete,1,1st,2,2nd,20,20,0:12,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,incomplete,0,0,10,45,0,pass,0,0,0,0,0,0,0,0,0,0,13,11,13,11,5,5,0,4,0,,,,6,19,6,19,-13
46,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#11 Petrillo Sofia Deep middle pass intercepted to #11 Elizabeth Bourde for 21 yards to the MEX24, #11 Elizabeth Bourde run for 19 yards<em> to</em><em> ITA7</em>, tackled by #11 Petrillo Sofia. Time left 00:33",Pass intercepted,2,2nd,1,1st,20,43,0:12,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,11,11,,intercepted,0,0,10,46,0,pass,0,1,0,0,0,0,0,0,0,0,13,11,11,13,5,7,2,4,0,,,,6,19,6,19,-13
47,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,#33 Diana Flores  sacked by #43 Guglielmino Yvonne for -12 yards to the ITA19,Sack,1,1st,2,2nd,7,19,0:23,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,43,sack,0,0,11,47,0,pass,0,0,0,0,0,0,0,0,0,0,11,13,11,13,43,31,-12,2,0,,,,6,19,19,6,13
48,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#31 Tania Rincon rush left for 12 yards, out of bounds",12 yard rush,2,2nd,3,3rd,19,7,0:23,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,31,,,,rush,0,0,11,48,0,rush,0,0,0,0,0,0,0,0,0,0,11,13,11,13,31,43,12,4,0,,,,6,19,19,6,13
49,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#33 Diana Flores Short left pass complete to #13 Andrea Martinez for 5 yards to the ITA2, #13 Andrea Martinez run for 2 yards<strong>, touchdown</strong>. Time left 00:10",Touchdown,3,3rd,1,1st,7,,0:23,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,13,,,,,complete,0,0,11,49,0,pass,1,0,1,0,0,0,0,0,0,1,11,13,11,13,43,50,7,2,0,11,,6,6,25,25,6,19
50,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#33 Diana Flores Short middle pass intercepted to #9 Jirjena Renate for 5 yards to the ITA0, #9 Jirjena Renate run for no gain<em> to</em><em> ITA0</em>, end of play",Extra point attempt,0,PAT 5 yards,1,1st,,,0:23,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,9,,intercepted,0,0,11,50,0,pass,0,1,0,1,0,0,0,0,0,0,11,13,13,11,50,50,0,0,0,,,,6,25,25,6,19
51,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#11 Petrillo Sofia Short right pass complete to #93 Radisavljević Aleksandra for 2 yards to the ITA7, #93 Radisavljević Aleksandra run for 12 yards<em> to</em><em> ITA19</em><em> for a gain of</em><em> 14</em><em> yards</em>, tackled by #2 Victoria Chavez",14 yard pass,1,1st,2,2nd,20,6,0:10,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,93,,2,,,complete,0,0,12,51,0,pass,1,0,0,0,0,0,0,0,0,0,13,11,13,11,5,19,14,4,0,,,,6,25,6,25,-19
52,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,1,"#11 Petrillo Sofia Short left pass complete to #1 Fimiani Alice for 9 yards to the MEX22, #1 Fimiani Alice run for no gain<em> to</em><em> MEX22</em><em> for a gain of</em><em> 9</em><em> yards</em>, out of bounds<strong>. 1st down Italy</strong>",9 yard pass,2,2nd,1,1st,6,22,0:10,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,1,,,,,complete,0,0,12,52,1,pass,1,0,0,0,0,0,0,0,0,0,13,11,13,11,19,28,9,2,1,,,,6,25,6,25,-19
53,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,2,"#11 Petrillo Sofia Short middle pass complete to #1 Fimiani Alice for 2 yards to the ITA7, #1 Fimiani Alice run for 2 yards<em> to</em><em> ITA9</em><em> for a gain of</em><em> 4</em><em> yards</em>, tackled by #11 Elizabeth Bourde",4 yard pass,1,1st,2,2nd,20,16,-6:-55,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,1,,11,,,complete,0,0,13,53,0,pass,1,0,0,0,0,0,0,0,0,0,13,11,13,11,5,9,4,4,0,,,,6,25,6,25,-19
54,2024,2,FlagWC,World cup,2,956,Group stage,47,Group B,2,#11 Petrillo Sofia Short right pass incomplete to #1 Fimiani Alice,Pass incomplete,2,2nd,3,3rd,16,16,-6:-55,13,11,6,45,https://ifaf.tv/sportitemset/66c067783767713b5225c79e,,,,,,,incomplete,0,0,13,54,0,pass,0,0,0,0,0,0,0,0,0,0,13,11,13,11,9,9,0,4,0,,,,6,25,6,25,-19
