PLAY #;ODK;OFF FORM;Off Str;OFF PLAY;DN;DIST;YARD LN;RESULT;Drive Success;TARGET ROUTE;RECEIVED BY;GN/LS;Thrown By;YAC;QB;C;X/H;Y/CAT;Z;Target;Drop;B;yardline_50;game_id;play_id;drive_id;half;posteam
37;D;SPREAD;NO;;3;10;-15;Complete;0;SHALLOW;6;6;;;;;;;;;;;15;39;36;6;1;TM1
38;D;SPREAD;NO;;4;4;-21;Interception;0;FADE;;22;;;;;;;;;;;21;39;37;6;1;TM1
39;O;SPREAD;NO;;1;20;-6;Complete;1;HITCH;6;6;;;;;;;;;;;6;39;38;7;1;TM2
40;O;SPREAD;NO;;2;13;-12;Complete;1;WHIP;5;5;;;;;;;;;;;12;39;39;7;1;TM2
41;O;SPREAD;NO;;3;8;-17;Complete;1;CURL;8;8;;;;;;;;;;;17;39;40;7;1;TM2
42;O;SPREAD;NO;;1;25;25;Complete;1;HITCH;7;7;;;;;;;;;;;25;39;41;7;1;TM2
43;O;SPREAD;NO;;2;18;18;Complete;1;CURL;10;10;;;;;;;;;;;32;39;42;7;1;TM2
44;O;SPREAD;NO;;3;8;8;Complete, TD;1;OUT;8;6;;;;;;;;;;;42;39;43;7;1;TM2
45;O;SPREAD;NO;;0;5;5;Good;1;IN;5;5;;;;;;;;;;;45;39;44;7;1;TM2
46;D;SPREAD;NO;;1;20;-5;Complete;0;OUT;7;7;;;;;;;;;;;5;39;45;8;1;TM1
47;D;SPREAD;NO;;2;13;-12;Complete;0;OUT;6;6;;;;;;;;;;;12;39;46;8;1;TM1
48;D;SPREAD;NO;;3;7;-18;Incomplete;0;POST;0;24;;;;;;;;;;;18;39;47;8;1;TM1
49;D;SPREAD;NO;;1;20;-5;Complete;0;CONE;7;7;;;;;;;;;;;5;39;48;9;2;TM1
50;D;SPREAD;NO;;2;13;-12;Penalty;0;OUT;-6;-5;;;;;;;;;;;12;39;49;9;2;TM1
51;D;SPREAD;NO;;3;18;-7;Complete;0;OUT;12;11;;;;;;;;;;;7;39;50;9;2;TM1
52;D;SPREAD;NO;;4;7;-18;Incomplete;0;DIG;0;8;;;;;;;;;;;18;39;51;9;2;TM1
53;O;SPREAD;NO;;1;20;-5;Complete;1;HITCH;7;7;;;;;;;;;;;5;39;52;10;2;TM2
54;O;PILE;NO;;2;14;-12;Complete;1;CONE;7;7;;;;;;;;;;;12;39;53;10;2;TM2
55;O;SPREAD;NO;;3;6;-19;Complete;1;WHIP;5;5;;;;;;;;;;;19;39;54;10;2;TM2
56;O;SPREAD;NO;;4;1;-24;Complete;1;QUICK;4;4;;;;;;;;;;;24;39;55;10;2;TM2
57;O;SPREAD;NO;;1;22;22;Complete;1;HITCH;7;7;;;;;;;;;;;28;39;56;10;2;TM2
58;O;PILE;NO;;2;15;15;Incomplete;1;SAIL;0;0;;;;;;;;;;;35;39;57;10;2;TM2
59;O;SPREAD;NO;;3;15;15;Complete;1;CORNER;15;17;;;;;;;;;;;35;39;58;10;2;TM2
60;O;SPREAD;NO;;0;5;5;Good;1;IN;5;5;;;;;;;;;;;45;39;59;10;2;TM2
61;D;SPREAD;NO;;1;20;-5;Complete;1;HITCH;10;10;;;;;;;;;;;5;39;60;11;2;TM1
62;D;SPREAD;NO;;2;10;-15;Complete;1;CONE;14;14;;;;;;;;;;;15;39;61;11;2;TM1
63;D;SPREAD;NO;;1;21;21;Complete;1;OUT;6;6;;;;;;;;;;;29;39;62;11;2;TM1
64;D;SPREAD;NO;;2;15;15;Complete;1;CONE;5;5;;;;;;;;;;;35;39;63;11;2;TM1
65;D;SPREAD;NO;;3;10;10;Complete, TD;1;OUT;10;7;;;;;;;;;;;40;39;64;11;2;TM1
66;D;SPREAD;NO;;0;5;5;No Good;0;DIVIDE;;12;;;;;;;;;;;45;39;65;11;2;TM1
67;O;SPREAD;NO;;1;10;-15;Complete;1;SAIL;11;11;;;;;;;;;;;15;39;66;12;2;TM2
68;O;SPREAD;NO;;1;24;24;Complete;1;CONE;4;4;;;;;;;;;;;26;39;67;12;2;TM2
69;O;SPREAD;NO;;2;20;20;Complete;1;HITCH;10;10;;;;;;;;;;;30;39;68;12;2;TM2
70;O;SPREAD;NO;;3;10;10;Complete, TD;1;OUT;10;6;;;;;;;;;;;40;39;69;12;2;TM2
71;O;PILE;NO;;0;5;5;Good;1;WHIP;5;5;;;;;;;;;;;45;39;70;12;2;TM2
72;D;SPREAD;NO;;1;20;-5;Complete;1;HITCH;8;8;;;;;;;;;;;5;39;71;13;2;TM1
73;D;SPREAD;NO;;2;12;-13;Complete;1;OUT;10;10;;;;;;;;;;;13;39;72;13;2;TM1
74;D;SPREAD;NO;;3;2;-23;Complete;1;CONE;7;7;;;;;;;;;;;23;39;73;13;2;TM1
75;D;SPREAD;NO;;1;20;20;Complete;1;IN;6;6;;;;;;;;;;;30;39;74;13;2;TM1
76;D;SPREAD;NO;;2;14;14;Complete;1;OUT;6;6;;;;;;;;;;;36;39;75;13;2;TM1
77;D;SPREAD;NO;;3;8;8;Complete;1;CONE;2;2;;;;;;;;;;;42;39;76;13;2;TM1
78;D;SPREAD;NO;;4;6;6;Incomplete;1;CORNER;0;3;;;;;;;;;;;44;39;77;13;2;TM1
79;D;SPREAD;NO;;1;3;3;Incomplete;1;OUT;0;0;;;;;;;;;;;47;39;78;13;2;TM1
80;D;SPREAD;NO;;2;3;3;Incomplete;1;OUT;0;0;;;;;;;;;;;47;39;79;13;2;TM1
81;D;BUNCH;NO;;3;3;3;Complete, TD;1;OTB;3;6;;;;;;;;;;;47;39;80;13;2;TM1
82;D;SPREAD;NO;;0;5;5;No Good;0;POST;0;12;;;;;;;;;;;45;39;81;13;2;TM1
83;O;SPREAD;JET;;1;20;-5;Complete;0;;0;;;;;;;;;;;;5;39;82;14;2;TM2
84;O;SPREAD;JET;;2;20;-5;Complete;0;;4;4;;;;;;;;;;;5;39;83;14;2;TM2
85;O;SPREAD;NO;;3;16;-9;Complete;0;QUICK;3;29;;;;;;;;;;;9;39;84;14;2;TM2
86;O;SPREAD;JET;;4;13;12;Complete;0;;-3;;;;;;;;;;;;38;39;85;14;2;TM2
87;D;SPREAD;NO;;1;20;-5;Complete;;HITCH;6;6;;;;;;;;;;;5;39;86;15;2;TM1
88;D;SPREAD;NO;;2;14;-11;Complete;;OUT;11;11;;;;;;;;;;;11;39;87;15;2;TM1
89;D;SPREAD;NO;;3;3;-22;Complete;;CURL;8;8;;;;;;;;;;;22;39;88;15;2;TM1
90;D;SPREAD;NO;;1;20;20;Complete;;CONE;7;7;;;;;;;;;;;30;39;89;15;2;TM1
91;D;SPREAD;NO;;2;13;13;Incomplete;;CORNER;0;20;;;;;;;;;;;37;39;90;15;2;TM1
1;O;SPREAD;NO;;1;20;-5;Complete;1;CONE;7;7;;;;;;;;;;;5;40;1;1;1;TM2
2;O;TRIPS BUNCH;NO;;2;13;-12;Incomplete;1;HITCH;0;0;;;;;;;;;;;12;40;2;1;1;TM2
3;O;PILE;NO;;3;13;-12;Complete;1;SCRAMBLE;5;5;;;;;;;;;;;12;40;3;1;1;TM2
4;O;SPREAD;NO;;4;8;-17;Complete;1;CROSS;;10;;;;;;;;;;;17;40;4;1;1;TM2
5;O;SPREAD;NO;;1;23;23;Complete, TD;1;POST;23;23;;;;;;;;;;;27;40;5;1;1;TM2
6;O;BUNCH;NO;;0;5;5;No Good;0;SCRAMBLE;;6;;;;;;;;;;;45;40;6;1;1;TM2
7;D;SPREAD;NO;;1;20;-5;Complete;1;HITCH;6;6;;;;;;;;;;;5;40;7;2;1;TM1
8;D;SPREAD;NO;;2;14;-11;Complete, TD;1;POST;39;20;;;;;;;;;;;11;40;8;2;1;TM1
9;D;SPREAD;NO;;0;5;5;Good;1;DIG;5;7;;;;;;;;;;;45;40;9;2;1;TM1
10;O;DOG;NO;;1;20;-5;Complete;0;CONE;6;6;;;;;;;;;;;5;40;10;3;1;TM2
11;O;DOG;JET;;2;14;-11;Complete;0;WHEEL;8;8;;;;;;;;;;;11;40;11;3;1;TM2
12;O;TRIPS DOG;NO;;3;6;-19;Complete;0;OUT;12;12;;;;;;;;;;;19;40;12;3;1;TM2
13;O;PILE;NO;;1;19;19;Incomplete;0;COP;0;0;;;;;;;;;;;31;40;13;3;1;TM2
14;O;SPREAD;NO;;2;19;19;Incomplete;0;SIP;0;0;;;;;;;;;;;31;40;14;3;1;TM2
15;O;SPREAD;NO;;3;19;19;Incomplete;0;SHALLOW;0;0;;;;;;;;;;;31;40;15;3;1;TM2
16;O;DOG;NO;;4;19;19;Interception;0;SCRAMBLE;;25;;;;;;;;;;;31;40;16;3;1;TM2
17;D;SPREAD;NO;;1;11;-14;Complete;0;HITCH;5;5;;;;;;;;;;;14;40;17;4;1;TM1
18;D;SPREAD;NO;;2;6;-19;Complete;0;OUT;8;8;;;;;;;;;;;19;40;18;4;1;TM1
19;D;SPREAD;NO;;1;23;23;Complete;0;OUT;3;3;;;;;;;;;;;27;40;19;4;1;TM1
20;D;SPREAD;NO;;2;20;20;Complete;0;DIG;8;8;;;;;;;;;;;30;40;20;4;1;TM1
21;D;SPREAD;NO;;3;12;12;Complete;0;OUT;5;5;;;;;;;;;;;38;40;21;4;1;TM1
22;D;SPREAD;NO;;4;7;7;Incomplete;0;BENDER;0;14;;;;;;;;;;;43;40;22;4;1;TM1
23;O;SPREAD;NO;;1;20;-5;Complete;1;CONE;8;8;;;;;;;;;;;5;40;23;5;1;TM2
24;O;PILE;NO;;2;12;-13;Complete;1;OUT;5;5;;;;;;;;;;;13;40;24;5;1;TM2
25;O;SPREAD UC;JET;;3;7;-18;Complete;1;OUT;6;6;;;;;;;;;;;18;40;25;5;1;TM2
26;O;BUNCH UC;NO;;4;1;-24;Complete;1;QUICK;;3;;;;;;;;;;;24;40;26;5;1;TM2
27;O;DOG;NO;;1;23;23;Complete;1;SCRAMBLE;22;22;;;;;;;;;;;27;40;27;5;1;TM2
28;O;BUNCH UC;NO;;2;1;1;Complete, TD;1;SCRAMBLE;1;9;;;;;;;;;;;49;40;28;5;1;TM2
29;O;SPREAD;NO;;0;5;5;Good;1;COMEBACK;;6;;;;;;;;;;;45;40;29;5;1;TM2
30;D;SPREAD;NO;;1;20;-5;Complete;1;OUT;9;9;;;;;;;;;;;5;40;30;6;1;TM1
31;D;SPREAD;NO;;2;11;-14;Complete;1;DIG;12;12;;;;;;;;;;;14;40;31;6;1;TM1
32;D;SPREAD;NO;;1;24;24;Complete;1;DIG;9;9;;;;;;;;;;;26;40;32;6;1;TM1
33;D;SPREAD;NO;;2;15;15;Complete, TD;1;WHEEL;15;10;;;;;;;;;;;35;40;33;6;1;TM1
34;D;PILE;NO;;1;5;5;No Good;0;HITCH;4;4;;;;;;;;;;;45;40;34;6;1;TM1
35;O;BUNCH;NO;;1;20;-5;Incomplete;0;COMEBACK;0;0;;;;;;;;;;;5;40;35;7;1;TM2
36;O;PILE;NO;;2;20;-5;Complete;0;SIP;6;6;;;;;;;;;;;5;40;36;7;1;TM2
37;O;TRIPS;NO;;3;14;-11;Complete;0;CONE;9;9;;;;;;;;;;;11;40;37;7;1;TM2
38;O;PILE OVER;NO;;4;5;-20;Complete;0;IN;4;4;;;;;;;;;;;20;40;38;7;1;TM2
39;D;;;;1;20;-5;Complete;0;;8;8;;;;;;;;;;;5;40;39;8;1;TM1
40;D;SPREAD;NO;;2;12;-13;Complete;0;OUT;4;4;;;;;;;;;;;13;40;40;8;1;TM1
41;D;SPREAD;NO;;3;8;-17;Incomplete;0;COMEBACK;0;0;;;;;;;;;;;17;40;41;8;1;TM1
42;D;SPREAD;C DROP;;4;8;-17;Incomplete;0;GLANCE;0;16;;;;;;;;;;;17;40;42;8;1;TM1
43;O;;;;1;20;-5;;;;;;;;;;;;;;;;5;40;43;9;1;TM2
44;D;SPREAD;NO;;1;20;-5;Complete;0;OUT;4;4;;;;;;;;;;;5;40;44;10;2;TM1
45;D;SPREAD;NO;;2;16;-9;Complete;0;OUT;5;5;;;;;;;;;;;9;40;45;10;2;TM1
46;D;SPREAD;NO;;3;11;-14;Incomplete;0;DIG;0;0;;;;;;;;;;;14;40;46;10;2;TM1
47;D;SPREAD;C DROP;;4;11;-14;Sack;0;;-4;0;;;;;;;;;;;14;40;47;10;2;TM1
48;O;SPREAD;NO;;1;20;-14;Complete;1;HITCH;-1;-1;;;;;;;;;;;14;40;48;11;2;TM2
49;O;SPREAD;NO;;2;11;-13;Complete;1;WHIP SLANT;5;5;;;;;;;;;;;13;40;49;11;2;TM2
50;O;SPREAD;NO;;3;7;-18;Incomplete;1;DIG;0;0;;;;;;;;;;;18;40;50;11;2;TM2
51;O;PILE OVER;NO;;4;7;-18;Complete;1;COP;;30;;;;;;;;;;;18;40;51;11;2;TM2
52;O;SPREAD UC;NO;;1;2;2;Incomplete;1;WHIP SLANT;0;0;;;;;;;;;;;48;40;52;11;2;TM2
53;O;;;;2;2;2;Penalty;1;;1;1;;;;;;;;;;;48;40;53;11;2;TM2
54;O;BUNCH UC;NO;;1;1;1;Incomplete;1;DIVIDE;0;0;;;;;;;;;;;49;40;54;11;2;TM2
55;O;;;;2;1;1;Penalty;1;;-2;-5;;;;;;;;;;;49;40;55;11;2;TM2
56;O;SPREAD;NO;;3;6;6;Incomplete;1;DIG;0;0;;;;;;;;;;;44;40;56;11;2;TM2
57;O;TRIPS STACK;NO;;4;6;6;Complete, TD;1;DIG;6;6;;;;;;;;;;;44;40;57;11;2;TM2
58;O;SPREAD;NO;;0;5;5;Incomplete;0;WHIP SLANT;0;5;;;;;;;;;;;45;40;58;11;2;TM2
59;D;;;;1;20;-5;Complete;0;;5;5;;;;;;;;;;;5;40;59;12;2;TM1
60;D;TRIPS;NO;;2;15;-10;Complete;0;HITCH;6;6;;;;;;;;;;;10;40;60;12;2;TM1
61;D;SPREAD;NO;;3;9;-16;Incomplete;0;POST;0;0;;;;;;;;;;;16;40;61;12;2;TM1
62;D;;NO;;4;9;-16;Incomplete;0;;0;0;;;;;;;;;;;16;40;62;12;2;TM1
63;O;;;;1;20;-5;Penalty;0;;-2;-2;;;;;;;;;;;5;40;63;13;2;TM2
64;O;SPREAD;NO;;1;22;-3;Complete;0;HOOK;;5;;;;;;;;;;;3;40;64;13;2;TM2
65;O;;;;2;17;-8;Penalty;0;;;10;;;;;;;;;;;8;40;65;13;2;TM2
66;O;BUNCH OVER;NO;;1;7;-18;Complete;0;CONE;12;12;;;;;;;;;;;18;40;66;13;2;TM2
67;O;SPREAD;NO;;1;20;20;Complete;0;CONE;10;11;;;;;;;;;;;30;40;67;13;2;TM2
68;O;SPREAD;NO;;2;9;9;Complete;0;HITCH;6;6;;;;;;;;;;;41;40;68;13;2;TM2
69;O;;;;3;3;3;Penalty;0;;-10;-10;;;;;;;;;;;47;40;69;13;2;TM2
70;O;DOG;NO;;4;13;13;Incomplete;0;CORNER;0;0;;;;;;;;;;;37;40;70;13;2;TM2
71;D;;;;1;20;-5;Complete;1;;5;5;;;;;;;;;;;5;40;71;14;2;TM1
72;D;SPREAD;S C;;2;15;-10;Complete, TD;1;QB;40;10;;;;;;;;;;;10;40;72;14;2;TM1
73;D;SPREAD;NO;;0;5;5;No Good;0;HITCH;0;5;;;;;;;;;;;45;40;73;14;2;TM1
74;O;SPREAD;NO;;1;20;-5;Complete;1;HITCH;6;6;;;;;;;;;;;5;40;74;15;2;TM2
75;O;SPREAD;NO;;2;14;-11;Complete;1;OUT;8;8;;;;;;;;;;;11;40;75;15;2;TM2
76;O;SPREAD;NO;;3;6;-19;Incomplete;1;CORNER;0;0;;;;;;;;;;;19;40;76;15;2;TM2
77;O;SPREAD;NO;;4;6;-19;Complete;1;COMEBACK;;9;;;;;;;;;;;19;40;77;15;2;TM2
78;O;SPREAD;NO;;1;22;22;Complete;1;HITCH;8;8;;;;;;;;;;;28;40;78;15;2;TM2
79;O;TRIPS DOG;NO;;2;14;14;Complete;1;OUT;7;7;;;;;;;;;;;36;40;79;15;2;TM2
80;O;SPREAD;JET;;3;7;7;Complete, TD;1;CONE;0;5;;;;;;;;;;;43;40;80;15;2;TM2
81;O;BUNCH;NO;;0;5;5;Good;1;CORNER;;13;;;;;;;;;;;45;40;81;15;2;TM2
82;D;SPREAD;NO;;1;20;-5;Complete;;OUT;7;7;;;;;;;;;;;5;40;82;16;2;TM1
83;D;SPREAD;NO;;2;13;-12;Complete;;SAIL;9;9;;;;;;;;;;;12;40;83;16;2;TM1
84;D;TWINS;CAT;;3;4;-21;Incomplete;;FADE;0;29;;;;;;;;;;;21;40;84;16;2;TM1
85;;;;;4;4;-21;;;;;;;;;;;;;;;;21;40;85;17;2;TM1
2;O;SPREAD;NO;;1;20;-5;Incomplete;1;SLANT;0;0;;;;;;;;;;;5;41;1;1;1;TM2
3;O;SPREAD;NO;;2;20;-5;Complete;1;OUT;6;6;;;;;;;;;;;5;41;2;1;1;TM2
4;O;NASTY;NO;;3;14;-11;Complete;1;DIG;11;11;;;;;;;;;;;11;41;3;1;1;TM2
5;O;DOG;NO;;4;3;-22;Complete;1;HITCH;;4;;;;;;;;;;;22;41;4;1;1;TM2
6;O;DOG;JET;;1;24;24;Complete;1;WHEEL;8;8;;;;;;;;;;;26;41;5;1;1;TM2
7;O;SPREAD;NO;;2;16;16;Complete;1;WHEEL;9;9;;;;;;;;;;;34;41;6;1;1;TM2
8;O;PILE;Snake;;3;7;7;Complete, TD;1;IN;7;2;;;;;;;;;;;43;41;7;1;1;TM2
9;O;BUNCH;NO;;0;5;5;Good;1;CONE;;;;;;;;;;;;;45;41;8;1;1;TM2
10;D;SPREAD;NO;;1;20;-5;Complete;0;HITCH;4;4;;;;;;;;;;;5;41;9;2;1;TM1
11;D;BUNCH UC;NO;;2;16;-9;Complete;0;HITCH;7;7;;;;;;;;;;;9;41;10;2;1;TM1
12;D;SPREAD;Snake PASS;;3;9;-16;Interception;0;POST;;8;;;;;;;;;;;16;41;11;2;1;TM1
13;O;PILE OVER;NO;;1;1;-24;Complete;1;CONE;8;8;;;;;;;;;;;24;41;12;3;1;TM2
14;O;PILE;NO;;1;18;18;Incomplete;1;POST;0;0;;;;;;;;;;;32;41;13;3;1;TM2
15;O;SPREAD;NO;;2;18;18;Complete;1;IN;8;8;;;;;;;;;;;32;41;14;3;1;TM2
16;O;SPREAD STACK;NO;;3;10;10;Complete, TD;1;SCRAMBLE;10;10;;;;;;;;;;;40;41;15;3;1;TM2
17;O;BUNCH;NO;;0;5;5;No Good;0;SCRAMBLE;;12;;;;;;;;;;;45;41;16;3;1;TM2
18;D;SPREAD;NO;;1;20;-5;Complete;1;CONE;5;5;;;;;;;;;;;5;41;17;4;1;TM1
19;D;SPREAD;NO;;2;15;-10;Complete;1;POST;20;20;;;;;;;;;;;10;41;18;4;1;TM1
20;D;BUNCH UC;ROLEX;;1;20;20;Complete;1;DIVIDE;13;13;;;;;;;;;;;30;41;19;4;1;TM1
21;D;BUNCH UC;ROLEX;;2;7;7;Incomplete;1;DIVIDE;0;0;;;;;;;;;;;43;41;20;4;1;TM1
22;D;PILE UC;JET;;3;7;7;Complete, TD;1;POST;0;14;;;;;;;;;;;43;41;21;4;1;TM1
23;D;BUNCH UC;NO;;0;5;3;Good;1;HITCH;;6;;;;;;;;;;;47;41;22;4;1;TM1
24;O;SPREAD;NO;;1;22;-3;Complete;0;HOOK;9;9;;;;;;;;;;;3;41;23;5;1;TM2
25;O;DOG;NO;;2;13;-12;Incomplete;0;CORNER;0;0;;;;;;;;;;;12;41;24;5;1;TM2
26;O;PILE OVER;NO;;3;14;-12;Complete;0;CONE;11;11;;;;;;;;;;;12;41;25;5;1;TM2
27;O;BUNCH;NO;;4;2;-23;Incomplete;0;CROSS;0;0;;;;;;;;;;;23;41;26;5;1;TM2
28;D;SPREAD;NO;;1;20;-5;Incomplete;0;HITCH;0;0;;;;;;;;;;;5;41;27;6;1;TM1
29;D;BUNCH UC;NO;;2;20;-5;Incomplete;0;CORNER;0;0;;;;;;;;;;;5;41;28;6;1;TM1
30;D;TRIPS;NO;;3;20;-5;Incomplete;0;SHALLOW;0;0;;;;;;;;;;;5;41;29;6;1;TM1
31;D;SPREAD;ROLEX;;4;20;-5;Sack;0;;-3;0;;;;;;;;;;;5;41;30;6;1;TM1
32;O;SPREAD;NO;;1;20;-5;Complete;1;CROSS;11;11;;;;;;;;;;;5;41;31;7;1;TM2
33;O;SPREAD;NO;;2;9;-16;Complete;1;HITCH;8;8;;;;;;;;;;;16;41;32;7;1;TM2
34;O;SPREAD;NO;;3;1;-24;Complete;1;POCO;12;12;;;;;;;;;;;24;41;33;7;1;TM2
35;O;DOG;JET;;1;14;14;Rush;1;;4;4;;;;;;;;;;;36;41;34;7;1;TM2
36;O;DOG;NO;;2;10;10;Complete;1;SHALLOW;4;4;;;;;;;;;;;40;41;35;7;1;TM2
37;O;SPREAD UC;JET GIVE;;3;6;6;Incomplete;1;CROSS;0;0;;;;;;;;;;;44;41;36;7;1;TM2
38;O;SPREAD UC;JET;;4;6;6;Complete, TD;1;WHIP;0;7;;;;;;;;;;;44;41;37;7;1;TM2
39;O;SPREAD;NO;;0;5;5;Penalty;0;SCRAMBLE;;10;;;;;;;;;;;45;41;38;7;1;TM2
40;D;SPREAD;NO;;1;10;-15;Complete;0;HITCH OUT;6;6;;;;;;;;;;;15;41;39;8;1;TM1
41;D;BUNCH UC;NO;;2;4;-21;Complete;0;CROSS;3;3;;;;;;;;;;;21;41;40;8;1;TM1
42;D;PILE UC;JET;;3;1;-24;Incomplete;0;POST;0;0;;;;;;;;;;;24;41;41;8;1;TM1
43;D;BUNCH UC;ROLEX;;4;1;-24;Rush;0;;12;0;;;;;;;;;;;24;41;42;8;1;TM1
44;D;SPREAD;NO;;1;20;-5;Complete;0;SAIL;6;6;;;;;;;;;;;5;41;43;9;2;TM1
45;D;TRIPS;NO;;2;14;-11;Incomplete;0;CORNER;0;0;;;;;;;;;;;11;41;44;9;2;TM1
46;D;SPREAD;NO;;3;14;-11;Sack;0;;-3;-3;;;;;;;;;;;11;41;45;9;2;TM1
47;D;SPREAD;S Drop;;4;17;-8;Interception;0;;;26;;;;;;;;;;;8;41;46;9;2;TM1
48;O;SPREAD;NO;;1;16;16;Complete;1;CONE;4;4;;;;;;;;;;;34;41;47;10;2;TM2
49;O;DOG;Snake;;2;12;12;Complete;1;CONE;6;6;;;;;;;;;;;38;41;48;10;2;TM2
50;O;DOG;JET;;3;6;6;Complete, TD;1;SCRAMBLE;6;1;;;;;;;;;;;44;41;49;10;2;TM2
51;O;SPREAD;NO;;0;5;5;Good;1;SCRAMBLE;;;;;;;;;;;;;45;41;50;10;2;TM2
52;D;SPREAD;NO;;1;20;-5;Complete;1;CONE;5;5;;;;;;;;;;;5;41;51;11;2;TM1
53;D;SPREAD;NO;;2;15;-10;Complete;1;SLANT;9;9;;;;;;;;;;;10;41;52;11;2;TM1
54;D;BUNCH UC;ROLEX;;3;6;-19;Complete;1;DIVIDE;18;18;;;;;;;;;;;19;41;53;11;2;TM1
55;D;SPREAD;NO;;1;13;13;Complete;1;HITCH;6;6;;;;;;;;;;;37;41;54;11;2;TM1
56;D;SPREAD;Snake PASS;;2;7;7;Complete;1;QUICK;5;5;;;;;;;;;;;43;41;55;11;2;TM1
57;D;BUNCH UC;NO;;3;2;2;Complete, TD;1;CROSS;2;-3;;;;;;;;;;;48;41;56;11;2;TM1
58;O;DOG;NO;;0;5;5;Good;1;IN;5;;;;;;;;;;;;45;41;57;11;2;TM2
59;O;SPREAD;NO;;1;20;-5;Complete;0;SHALLOW;12;12;;;;;;;;;;;5;41;58;12;2;TM2
60;O;TRIPS;NO;;2;8;-17;Complete;0;CONE;4;4;;;;;;;;;;;17;41;59;12;2;TM2
61;O;DOG;JET GIVE;;3;4;-21;Complete;0;;-2;-2;;;;;;;;;;;21;41;60;12;2;TM2
62;O;SPREAD;NO;;4;6;-19;Complete;0;IN;;8;;;;;;;;;;;19;41;61;12;2;TM2
63;O;SPREAD;NO;;1;23;23;Complete;0;HITCH;7;7;;;;;;;;;;;27;41;62;12;2;TM2
64;O;SPREAD;NO;;2;16;16;Complete;0;CONE;6;6;;;;;;;;;;;34;41;63;12;2;TM2
65;O;TRIPS;NO;;3;10;10;Complete;0;CONE;4;4;;;;;;;;;;;40;41;64;12;2;TM2
66;O;SPREAD;NO;;4;6;6;Interception;0;SAIL;;-35;;;;;;;;;;;44;41;65;12;2;TM2
67;D;;NO;;1;16;-9;Incomplete;1;;0;0;;;;;;;;;;;9;41;66;13;2;TM1
68;D;SPREAD;NO;;2;16;-9;Penalty;1;POST;0;10;;;;;;;;;;;9;41;67;13;2;TM1
69;D;;NO;;3;6;-19;Complete, TD;1;CORNER;31;20;;;;;;;;;;;19;41;68;13;2;TM1
70;D;BUNCH;NO;;0;5;5;Good;1;RETURN;;5;;;;;;;;;;;45;41;69;13;2;TM1
71;O;SPREAD;NO;;1;22;-3;Complete;1;HOOK;6;6;;;;;;;;;;;3;41;70;14;2;TM2
72;O;PILE;NO;;2;16;-9;Complete;1;SCRAMBLE;10;10;;;;;;;;;;;9;41;71;14;2;TM2
73;O;DOG;JET;;3;6;-19;Complete;1;SHALLOW;9;9;;;;;;;;;;;19;41;72;14;2;TM2
74;O;SPREAD;NO;;1;22;22;Complete;1;CONE;6;6;;;;;;;;;;;28;41;73;14;2;TM2
75;O;SPREAD;NO;;2;16;16;Complete;1;DIG;9;9;;;;;;;;;;;34;41;74;14;2;TM2
76;O;SPREAD;NO;;3;7;7;Complete, TD;1;SHALLOW;7;4;;;;;;;;;;;43;41;75;14;2;TM2
77;O;TRIPS;NO;;0;5;5;No Good;0;;;;;;;;;;;;;;45;41;76;14;2;TM2
78;D;SPREAD;NO;;1;20;-5;Complete;;CONE;6;6;;;;;;;;;;;5;41;77;15;2;TM1
79;D;TRIPS;NO;;2;14;-11;Incomplete;;SKIP;0;0;;;;;;;;;;;11;41;78;15;2;TM1
80;D;PILE;NO;;3;14;-11;Complete;;DIVIDE;7;7;;;;;;;;;;;11;41;79;15;2;TM1
81;D;BUNCH UC;NO;;4;7;-18;Incomplete;;;0;0;;;;;;;;;;;18;41;80;15;2;TM1
82;O;;;;1;20;18;;;;;0;;;;;;;;;;;32;41;81;16;2;TM2
2;D;;SPREAD;NO;1;20;-5;Complete;0;SHALLOW;;4;2;;;;;;;;;;5;42;1;1;1;TM1
3;D;;SPREAD;NO;2;16;-9;Incomplete;0;SAIL;;0;6;;;;;;;;;;9;42;2;1;1;TM1
4;D;;SPREAD;NO;3;16;-9;Incomplete;0;POST;;0;19;;;;;;;;;;9;42;3;1;1;TM1
5;D;;SPREAD;NO;4;16;-9;Incomplete;0;;;0;;;;;;;;;;;9;42;4;1;1;TM1
6;O;;SPREAD;NO;1;20;-5;Incomplete;1;FADE;;0;24;;;;;;;;;;5;42;5;2;1;TM2
7;O;;DOG;NO;2;20;-5;Complete;1;CONE;;7;3;;;;;;;;;;5;42;6;2;1;TM2
8;O;;PILE OVER;NO;3;13;-12;Complete;1;CORNER;;21;12;;;;;;;;;;12;42;7;2;1;TM2
9;O;;PILE OVER;NO;1;17;17;Incomplete;1;CORNER;;0;12;;;;;;;;;;33;42;8;2;1;TM2
10;O;;;;2;17;17;Complete, TD;1;;;17;;;;;;;;;;;33;42;9;2;1;TM2
11;O;;;;0;5;5;No Good;0;;;0;;;;;;;;;;;45;42;10;2;1;TM2
;D;;;;1;20;-5;;0;;;28;;;;;;;;;;;5;42;11;3;1;TM1
12;D;;SPREAD;NO;3;17;17;Incomplete;0;BENDER;;0;22;;;;;;;;;;33;42;12;3;1;TM1
13;D;;SPREAD;NO;4;17;17;Incomplete;0;;;0;;;;;;;;;;;33;42;13;3;1;TM1
